X,Y,TAM1,TAM2,TAM3,TAM4,TAM5,COLOR
82,66,66,31,71,30,77,0
13,63,7,19,36,52,54,1
15,71,68,83,57,97,73,1
27,75,90,23,81,55,14,0
39,83,49,51,20,58,82,0
90,60,19,82,3,50,51,1
38,35,65,14,16,38,65,0
76,76,34,89,1,7,15,0
60,34,93,20,31,74,92,0
22,74,8,52,79,62,26,0
12,23,21,65,24,93,61,1
99,1,98,78,19,28,67,1
66,65,58,86,70,91,41,0
37,6,20,36,26,50,84,1
49,59,4,21,6,33,67,0
37,73,48,30,97,86,36,0
82,11,46,89,56,19,43,1
88,67,31,31,81,6,90,1
30,66,40,1,11,69,5,0
59,84,26,27,37,7,94,0
57,22,39,89,56,80,92,0
89,89,59,94,18,11,58,1
68,10,76,63,10,38,96,1
26,53,56,35,7,81,95,0
82,17,55,65,83,60,72,0
80,29,83,86,8,72,55,0
31,49,73,67,17,3,18,0
33,48,82,45,7,93,26,0
69,47,94,56,32,49,51,0
22,21,20,44,60,53,99,0
22,52,50,95,78,25,24,0
40,70,91,49,83,63,48,0
25,65,6,34,15,27,73,0
64,34,92,27,21,93,68,0
5,52,31,3,67,8,12,1
41,16,65,90,74,2,91,0
22,28,5,72,19,90,91,0
58,21,32,33,40,81,98,0
61,76,58,75,60,37,47,0
83,97,8,32,65,15,38,1
19,39,21,55,37,31,49,0
79,36,85,42,36,99,98,0
81,1,39,5,41,34,99,1
52,60,20,56,25,48,54,0
79,51,72,83,84,97,88,0
16,34,85,17,26,46,57,0
0,26,75,90,68,39,19,1
99,91,86,73,46,50,49,1
49,61,77,24,17,26,39,0
64,51,94,91,86,19,84,0
7,0,96,16,42,41,77,1
44,26,83,13,66,61,24,0
24,33,62,26,48,49,77,0
89,20,53,91,9,72,73,1
32,69,63,35,31,39,92,0
26,71,44,32,67,75,32,0
70,65,9,67,29,3,21,0
57,7,90,48,92,85,82,1
37,75,11,24,34,65,74,0
79,11,42,8,82,82,96,1
85,96,4,47,12,67,92,1
79,42,66,41,2,84,5,0
33,16,48,60,47,12,92,0
89,82,20,86,97,18,24,1
58,37,73,95,36,32,64,0
0,22,94,63,46,58,14,1
20,62,77,49,67,6,66,0
81,23,52,87,68,42,65,0
38,78,19,25,98,93,30,0
85,78,10,18,88,27,72,1
81,92,71,11,6,63,28,1
55,59,99,57,92,55,60,0
33,66,14,54,4,10,63,0
82,49,80,6,22,73,55,0
2,21,54,6,14,97,22,1
89,2,10,50,1,24,5,1
26,48,8,12,24,60,71,0
52,24,28,91,90,97,63,0
35,34,86,11,11,27,90,0
6,47,86,45,67,71,55,1
25,58,24,78,36,3,89,0
9,56,83,25,23,98,50,1
23,57,26,20,52,16,18,0
3,53,29,51,61,78,48,1
68,70,27,30,45,38,31,0
92,36,78,79,90,86,30,1
31,37,35,54,62,64,57,0
4,21,25,51,39,83,86,1
95,51,28,47,57,19,50,1
37,45,12,73,90,39,10,0
93,47,42,64,68,37,4,1
67,69,98,51,35,72,52,0
29,61,70,53,57,55,54,0
53,95,51,87,16,79,44,1
45,83,46,51,55,74,2,0
30,96,69,79,17,89,44,1
64,40,74,70,6,50,0,0
76,45,25,67,50,45,80,0
55,47,3,17,23,40,26,0
93,96,7,40,76,37,35,1
63,52,74,53,7,58,72,0
43,70,88,76,10,44,55,0
21,53,43,21,15,83,60,0
15,51,74,64,40,34,86,1
57,44,78,79,41,55,75,0
24,78,6,86,15,97,12,0
80,32,1,30,65,91,86,0
42,55,67,19,11,34,43,0
28,43,22,94,71,20,3,0
79,89,67,28,6,24,82,1
10,77,29,34,13,61,11,1
66,26,24,90,20,32,70,0
20,35,46,27,56,29,95,0
75,63,89,61,33,5,9,0
57,71,66,61,69,50,43,0
20,67,85,3,58,91,26,0
43,30,86,67,12,15,99,0
45,93,62,48,7,85,33,1
25,7,64,73,25,93,48,1
35,69,95,15,55,89,98,0
14,52,36,42,37,82,15,1
60,74,19,4,66,84,64,0
42,65,93,68,75,58,34,0
1,60,34,5,77,58,21,1
31,12,52,57,30,25,88,1
82,89,64,79,6,9,31,1
64,39,4,18,11,1,3,0
70,90,14,34,77,35,11,1
60,55,6,35,4,43,98,0
72,12,11,88,26,0,6,1
87,28,29,28,15,71,83,1
60,77,6,24,5,85,52,0
36,22,57,40,27,58,58,0
32,33,56,12,53,4,33,0
1,54,51,94,21,9,73,1
60,1,14,13,5,81,76,1
20,22,28,23,26,83,25,0
43,78,27,63,41,87,28,0
17,7,75,90,77,44,59,1
93,99,41,95,82,86,79,1
88,89,74,91,38,35,3,1
54,25,32,79,92,40,11,0
98,25,74,36,99,26,74,1
79,47,22,14,18,2,9,0
97,61,29,6,68,39,70,1
24,27,56,78,51,69,22,0
13,62,18,30,36,50,72,1
67,35,31,13,32,31,29,0
89,16,37,55,10,22,40,1
5,78,19,43,65,30,25,1
77,31,30,78,56,82,45,0
80,7,45,64,53,31,47,1
18,27,19,58,29,29,94,0
68,91,67,92,50,43,99,1
8,94,56,98,59,9,81,1
4,54,71,59,28,88,81,1
61,20,91,30,93,89,19,0
71,1,69,21,36,95,82,1
23,32,26,45,44,59,38,0
45,0,82,79,49,94,28,1
46,58,47,17,85,37,50,0
94,27,73,47,93,88,98,1
94,35,44,15,31,29,72,1
18,95,95,95,50,42,56,1
22,64,22,25,10,23,60,0
55,87,28,20,66,3,23,1
82,77,29,48,60,92,28,0
69,11,94,39,1,66,12,1
32,89,83,18,48,26,50,1
16,93,81,90,79,81,10,1
63,52,24,3,91,28,44,0
80,54,76,30,83,34,83,0
47,79,50,33,29,68,60,0
30,58,89,16,38,81,26,0
83,61,92,44,70,94,72,0
71,22,89,79,49,69,51,0
1,65,52,55,44,40,90,1
97,87,69,66,76,96,75,1
57,42,99,13,45,57,52,0
71,7,44,53,68,16,7,1
23,64,45,9,10,51,68,0
39,40,2,76,66,73,41,0
82,88,97,63,79,52,76,1
35,65,76,76,42,15,79,0
29,51,14,49,94,80,74,0
2,71,71,67,5,68,90,1
80,88,47,20,2,66,26,1
0,61,27,77,80,80,18,1
30,17,69,88,60,8,63,0
12,6,11,38,89,68,91,1
4,48,85,28,50,46,71,1
38,30,98,29,97,59,16,0
35,91,74,99,36,47,79,1
22,42,28,87,62,61,48,0
1,96,75,98,12,62,90,1
83,39,66,84,48,35,73,0
50,25,95,6,76,56,33,0
69,92,68,39,32,12,78,1
58,97,53,2,78,11,23,1
84,74,40,13,62,74,45,0
4,66,62,74,93,34,81,1
35,82,10,43,25,96,12,0
82,62,40,24,75,76,42,0
20,72,24,3,42,71,42,0
99,51,8,74,29,6,10,1
75,32,24,90,72,4,88,0
41,18,99,66,35,40,15,0
93,13,62,71,5,70,92,1
71,29,31,51,33,49,69,0
90,14,65,60,20,80,61,1
61,87,75,30,69,10,55,1
8,98,52,28,82,68,75,1
6,92,94,35,13,80,86,1
40,90,54,10,60,28,32,1
41,39,7,58,90,80,39,0
85,80,32,8,30,26,16,1
49,51,79,64,25,85,47,0
18,65,24,58,85,83,26,0
48,50,29,22,26,32,47,0
58,56,75,26,85,39,82,0
30,78,99,90,11,67,20,0
2,21,26,99,13,90,59,1
52,15,20,99,83,72,52,1
79,47,20,99,21,69,14,0
41,9,55,44,8,54,74,1
94,66,38,28,94,58,1,1
65,21,84,76,48,62,8,0
73,41,46,60,30,26,95,0
20,38,78,6,34,12,41,0
71,60,89,98,0,96,52,0
27,68,99,77,32,14,14,0
56,79,37,27,57,27,21,0
78,12,33,31,61,89,50,1
86,10,49,70,44,64,72,1
44,59,94,25,91,8,86,0
7,49,30,20,93,16,51,1
78,5,64,84,14,35,41,1
5,53,44,90,75,45,45,1
4,6,47,90,99,27,31,1
4,88,31,1,12,1,23,1
97,77,63,48,44,68,23,1
77,89,81,47,92,6,88,1
93,50,12,99,23,92,65,1
29,13,4,87,66,71,17,1
71,16,20,72,68,31,86,0
15,21,73,11,74,55,91,1
33,68,79,14,82,25,62,0
63,28,26,89,61,36,44,0
30,84,14,15,37,18,79,0
31,63,12,99,49,38,56,0
77,53,32,50,8,24,22,0
91,3,23,27,65,56,66,1
52,58,20,10,32,87,47,0
94,23,78,27,4,27,78,1
31,51,21,77,77,68,69,0
43,70,56,25,38,93,90,0
28,10,89,70,79,22,97,1
47,73,3,33,23,99,22,0
27,77,98,64,46,41,94,0
36,62,5,17,3,99,55,0
76,4,46,92,36,79,31,1
8,97,65,85,65,9,28,1
18,85,53,93,35,71,93,1
81,56,59,34,94,63,23,0
20,81,2,35,41,97,69,0
16,70,17,79,97,14,52,0
26,24,15,10,50,6,41,0
51,3,86,60,41,93,34,1
81,57,24,69,60,68,92,0
99,60,74,30,92,82,21,1
36,68,38,57,46,46,88,0
42,15,79,72,7,43,40,1
40,52,58,13,85,94,51,0
43,52,48,8,18,36,89,0
20,29,17,94,49,28,5,0
63,93,63,37,60,19,15,1
37,0,67,72,73,23,40,1
35,23,18,66,92,15,78,0
69,23,98,84,92,95,79,0
56,55,52,55,51,82,28,0
65,14,22,41,2,28,13,1
89,45,25,37,37,56,1,1
60,36,7,4,82,36,80,0
31,85,64,80,88,92,62,1
19,30,5,94,38,16,59,0
97,17,19,53,41,63,33,1
20,35,5,29,59,98,40,0
67,23,92,70,40,28,61,0
76,77,75,68,0,8,93,0
87,19,86,84,53,67,88,1
42,84,30,29,25,18,88,0
75,23,10,81,91,62,23,0
25,77,55,73,21,69,17,0
55,61,15,68,15,56,33,0
92,3,92,14,34,43,42,1
12,90,80,98,14,12,83,1
88,77,44,30,40,77,76,1
54,21,65,22,97,36,91,0
51,16,86,36,26,48,48,0
66,46,11,47,24,13,3,0
67,80,28,77,47,24,49,0
11,52,42,55,31,73,13,1
34,3,38,63,77,60,48,1
30,88,37,86,54,3,32,1
57,78,25,43,41,84,65,0
94,37,42,40,2,15,50,1
85,20,59,87,63,55,64,1
78,84,71,88,86,91,43,0
93,83,46,41,60,88,73,1
5,46,36,97,17,40,69,1
29,91,91,84,42,69,96,1
75,81,94,95,78,26,41,0
17,2,10,11,57,43,5,1
40,88,54,78,90,34,8,1
62,1,14,94,1,46,35,1
73,39,56,46,2,62,91,0
97,22,78,30,71,6,94,1
17,76,43,49,14,56,59,0
79,17,4,82,92,78,76,0
33,39,38,54,8,92,91,0
53,89,34,58,75,39,77,1
50,53,2,16,98,72,73,0
96,63,70,2,72,32,78,1
8,14,77,50,29,96,15,1
51,52,67,82,32,92,62,0
90,0,9,61,4,31,99,1
1,12,96,34,88,47,6,1
55,18,59,94,69,70,42,0
66,35,96,41,13,1,69,0
84,75,32,90,90,96,72,0
8,34,73,84,21,8,74,1
60,71,21,35,23,56,81,0
96,62,74,38,18,29,5,1
85,73,66,10,89,56,85,1
0,33,94,19,41,69,16,1
74,75,34,3,58,0,91,0
45,45,36,98,78,31,18,0
4,5,79,13,79,74,30,1
82,74,50,6,97,42,84,0
56,20,48,98,26,47,52,0
39,3,87,54,40,43,96,1
40,67,20,31,0,75,87,0
22,39,93,46,72,1,45,0
98,13,55,81,40,77,30,1
11,42,8,8,97,76,2,1
84,83,18,83,11,15,82,0
95,89,41,86,96,95,48,1
97,4,21,74,7,76,73,1
22,17,48,78,37,73,42,0
94,7,27,49,32,55,90,1
81,43,3,77,24,44,36,0
96,88,44,62,41,69,99,1
19,39,2,89,71,57,2,0
66,12,54,26,91,3,59,1
39,32,55,29,91,30,23,0
54,30,57,25,57,36,54,0
61,67,35,31,53,81,93,0
74,97,28,49,22,47,3,1
86,23,27,13,5,29,57,1
46,31,31,81,77,51,40,0
39,76,39,91,64,63,39,0
93,90,73,4,71,97,26,1
23,68,38,77,42,86,38,0
3,65,2,80,25,94,66,1
10,93,5,17,3,28,6,1
38,44,4,4,3,66,38,0
61,99,39,51,83,27,31,1
71,33,64,80,63,10,89,0
96,37,50,11,31,92,64,1
73,2,25,27,43,23,28,1
67,48,3,74,48,66,72,0
54,99,63,1,67,34,24,1
22,26,5,87,42,54,47,0
72,97,20,38,23,63,13,1
85,89,84,37,13,69,27,1
8,92,32,43,59,80,78,1
19,18,99,15,72,99,5,0
94,84,10,11,49,21,26,1
99,70,20,50,1,18,36,1
4,47,56,27,22,18,41,1
41,91,66,91,54,50,74,1
5,50,85,2,60,56,81,1
91,40,93,75,98,22,69,1
71,79,29,84,42,47,77,0
18,2,98,41,46,83,67,1
73,3,58,76,41,44,63,1
90,82,9,60,76,52,56,1
57,97,31,27,43,12,87,1
55,23,20,84,99,56,93,0
43,95,75,52,78,53,41,1
90,72,76,38,78,15,65,1
37,75,10,55,37,85,68,0
61,48,13,75,5,15,19,0
62,12,40,89,4,77,27,1
80,77,55,16,75,46,42,0
67,55,44,87,48,31,57,0
40,95,64,72,29,47,82,1
59,56,2,62,91,81,89,0
36,58,60,78,28,11,26,0
29,83,27,14,17,70,56,0
45,79,57,10,90,23,3,0
99,76,24,94,58,73,41,1
22,38,34,90,38,43,43,0
28,73,78,40,83,66,12,0
63,43,70,55,39,77,30,0
63,23,74,12,32,92,84,0
70,74,2,55,60,12,48,0
68,5,97,11,25,54,58,1
67,53,0,49,18,37,71,0
61,73,62,16,84,12,78,0
49,59,72,68,63,79,64,0
90,88,14,80,1,19,16,1
82,17,17,3,67,48,81,0
81,52,41,9,45,97,10,0
50,35,93,39,78,76,75,0
80,29,22,96,28,10,0,0
11,26,50,70,17,96,71,1
35,28,97,70,24,47,79,0
26,47,60,5,95,16,7,0
5,58,92,69,8,4,45,1
60,88,22,91,11,86,77,1
3,87,58,56,78,46,55,1
15,54,88,43,36,37,1,1
5,53,83,22,15,45,99,1
71,28,87,51,32,20,52,0
45,35,40,92,33,8,6,0
8,2,31,68,87,7,45,1
57,35,76,72,20,86,62,0
32,45,69,46,34,80,43,0
2,60,14,74,79,94,24,1
10,23,25,11,52,57,16,1
95,27,91,17,13,37,81,1
18,79,4,55,10,3,34,0
61,54,81,81,3,66,45,0
68,33,79,4,28,55,7,0
62,54,34,70,46,17,49,0
92,17,17,74,2,60,65,1
58,58,38,94,46,7,41,0
61,33,6,44,6,88,14,0
98,89,80,55,49,51,23,1
69,62,90,92,80,87,78,0
9,49,1,92,83,62,66,1
76,49,36,79,28,48,22,0
41,91,25,29,1,21,0,1
55,68,84,4,12,91,56,0
97,93,21,37,3,65,95,1
4,63,35,17,82,61,1,1
81,33,32,83,15,37,33,0
50,28,66,77,61,58,76,0
28,32,88,61,75,58,8,0
44,14,70,26,74,8,18,1
77,80,50,4,31,18,34,0
45,66,85,13,82,6,28,0
11,61,94,56,71,90,99,1
12,1,25,40,90,40,79,1
96,17,0,21,55,94,3,1
44,14,23,76,63,85,21,1
64,8,12,63,40,60,5,1
64,21,21,88,82,73,67,0
67,64,59,25,2,50,96,0
43,4,11,57,75,11,17,1
25,46,98,34,76,9,6,0
91,88,2,38,73,2,18,1
31,1,96,22,41,82,16,1
40,33,78,76,70,74,43,0
51,11,59,44,5,74,9,1
84,56,80,98,25,78,17,0
35,27,34,33,6,51,51,0
5,63,44,89,28,2,26,1
72,19,33,19,47,76,99,0
14,9,10,98,81,60,11,1
87,1,75,79,78,14,27,1
90,31,83,61,24,27,46,1
88,17,54,70,18,73,14,1
36,90,69,39,37,0,3,1
91,90,76,16,38,82,58,1
29,49,64,32,96,20,88,0
93,66,1,29,10,64,68,1
83,18,78,74,86,70,22,0
86,87,85,75,86,32,78,1
19,39,4,79,18,73,63,0
98,50,60,26,5,39,47,1
54,37,40,65,11,69,44,0
31,86,31,52,39,96,63,1
73,3,28,96,58,78,29,1
28,46,22,7,20,20,23,0
39,30,96,50,53,26,96,0
54,24,15,43,70,35,35,0
89,66,66,61,31,49,91,1
91,63,4,93,13,59,4,1
16,37,94,37,11,48,77,0
20,61,81,73,35,30,79,0
54,71,69,33,33,82,40,0
35,18,29,16,88,6,75,0
31,59,55,96,48,82,9,0
69,36,55,45,48,19,77,0
84,41,23,86,65,17,72,0
86,37,94,64,63,87,89,1
95,39,55,34,35,7,47,1
34,54,62,61,17,11,5,0
70,14,30,62,14,62,16,1
43,54,27,4,42,57,26,0
62,1,55,42,36,62,9,1
53,15,99,13,89,49,85,1
81,85,93,42,61,31,10,1
23,32,10,7,55,17,92,0
46,68,11,94,0,91,60,0
76,40,64,27,77,39,42,0
38,0,15,12,45,29,43,1
58,73,87,22,99,63,13,0
86,21,71,31,33,82,44,1
97,3,81,35,39,41,16,1
45,54,49,74,84,43,44,0
19,61,18,72,16,85,48,0
2,56,14,9,94,17,18,1
3,92,59,61,91,19,90,1
16,94,69,32,41,49,68,1
80,32,81,53,99,70,7,0
44,33,9,29,25,86,19,0
76,18,17,14,66,31,60,0
16,67,61,21,0,56,28,0
63,60,11,50,46,89,26,0
75,91,45,25,18,92,37,1
11,91,55,70,62,4,5,1
3,68,11,48,42,77,39,1
68,87,66,83,63,58,34,1
25,2,46,81,13,94,56,1
76,89,0,58,54,57,71,1
9,77,50,21,24,2,99,1
33,33,45,21,22,61,91,0
65,71,10,25,28,86,83,0
40,66,26,55,28,58,30,0
12,41,44,0,59,3,51,1
1,65,79,14,91,67,38,1
91,55,40,20,80,41,64,1
2,15,89,48,7,69,14,1
75,55,3,22,91,19,93,0
67,23,96,27,60,16,60,0
20,32,9,33,50,40,46,0
22,2,85,36,38,18,10,1
8,40,18,78,51,32,10,1
41,72,63,16,49,23,20,0
73,29,31,95,19,41,86,0
25,91,70,68,47,65,78,1
60,77,81,15,44,70,34,0
42,95,7,55,51,53,49,1
2,70,46,62,6,52,18,1
16,10,1,96,13,83,66,1
78,97,9,2,99,29,89,1
67,93,35,89,94,21,0,1
26,59,76,99,11,9,13,0
87,39,69,64,49,95,22,1
82,38,2,90,78,59,70,0
18,42,14,8,66,33,18,0
0,16,63,20,60,74,61,1
90,22,51,52,52,58,14,1
76,68,91,38,49,79,24,0
20,72,70,21,59,16,98,0
91,66,15,93,10,14,1,1
76,78,37,28,6,94,43,0
89,49,35,69,80,85,48,1
52,60,80,67,61,60,63,0
62,93,1,79,11,18,68,1
70,52,74,74,41,97,51,0
93,25,72,19,2,1,26,1
49,64,96,34,83,29,27,0
52,77,53,28,85,90,31,0
94,20,46,0,76,33,15,1
62,26,42,23,58,91,10,0
8,40,58,98,76,86,19,1
1,80,84,43,33,13,74,1
9,14,70,60,12,24,99,1
78,24,37,59,75,20,39,0
28,77,23,20,42,52,90,0
48,21,32,2,93,79,95,0
91,72,10,93,12,16,4,1
14,92,70,46,69,21,18,1
25,28,36,72,89,8,42,0
95,90,36,93,15,47,37,1
73,5,88,33,29,70,56,1
43,68,31,86,58,6,40,0
97,42,91,96,23,56,59,1
79,49,86,38,12,54,18,0
59,82,18,92,8,67,81,0
79,87,59,77,62,33,47,1
75,35,84,33,12,47,58,0
3,18,92,99,40,21,89,1
89,36,77,21,93,11,34,1
11,95,0,85,88,13,71,1
54,48,66,52,10,28,88,0
21,6,52,65,27,94,76,1
23,21,63,64,7,78,21,0
82,6,56,21,4,37,11,1
25,17,99,99,27,29,87,0
54,32,45,38,67,68,21,0
40,9,16,30,73,71,17,1
1,46,30,57,6,63,91,1
57,54,66,35,67,17,46,0
11,74,70,47,41,58,38,1
71,0,80,95,31,33,46,1
87,51,84,20,26,98,96,1
18,35,33,93,67,41,40,0
69,46,84,94,70,84,28,0
38,47,2,44,80,20,63,0
65,87,13,4,44,71,31,1
66,76,3,18,16,57,25,0
17,58,76,9,99,28,99,0
87,61,83,11,78,84,42,1
3,72,93,51,31,96,29,1
89,41,25,89,25,78,82,1
8,55,81,27,89,34,43,1
84,33,25,28,59,20,10,0
68,27,70,79,33,46,79,0
26,56,35,23,2,81,31,0
26,19,37,98,77,3,98,0
31,18,37,19,91,39,23,0
45,57,25,63,85,32,96,0
96,61,24,60,65,42,43,1
43,31,62,90,49,31,41,0
20,36,99,55,91,38,5,0
97,55,78,46,16,21,88,1
8,74,10,28,17,82,26,1
73,10,19,55,72,23,39,1
50,51,78,93,0,33,33,0
80,85,44,22,69,57,47,1
61,40,34,73,3,66,6,0
89,27,86,36,41,28,14,1
18,77,56,48,94,5,70,0
40,47,81,35,84,63,40,0
91,57,51,15,2,77,17,1
40,23,74,13,96,35,93,0
82,95,45,12,75,39,89,1
1,68,21,40,84,22,88,1
32,99,12,92,7,0,85,1
14,27,82,91,93,75,31,1
6,69,89,53,10,90,41,1
36,83,35,12,79,79,83,0
35,69,42,90,41,80,97,0
46,25,68,35,23,24,31,0
30,85,32,33,49,16,88,1
2,39,85,3,62,52,99,1
16,46,72,15,18,71,38,0
39,72,48,54,71,12,36,0
91,8,5,28,14,18,39,1
83,57,22,7,50,35,56,0
81,54,6,36,24,10,21,0
39,42,68,92,27,5,93,0
39,70,67,40,70,36,37,0
45,68,96,78,91,98,99,0
76,31,33,89,29,37,24,0
27,85,7,3,36,90,2,1
82,12,73,78,81,6,27,1
51,5,68,88,71,58,71,1
49,6,27,62,67,97,65,1
69,92,26,30,96,20,53,1
94,60,3,4,71,85,57,1
36,35,63,98,2,49,8,0
65,85,41,86,96,31,40,1
74,97,88,95,81,35,35,1
5,95,70,70,32,12,49,1
99,99,31,18,81,64,29,1
67,0,67,90,70,85,33,1
74,98,10,58,12,17,82,1
59,1,52,71,45,14,70,1
13,2,95,99,65,48,11,1
49,67,99,45,33,71,75,0
78,10,80,53,87,80,88,1
61,18,58,88,62,63,2,0
22,66,41,4,41,48,27,0
97,80,7,37,18,49,65,1
27,23,85,34,28,86,95,0
76,99,45,16,43,74,80,1
13,23,20,19,14,9,39,1
96,97,14,36,69,29,81,1
8,38,39,51,30,47,21,1
22,2,16,1,32,40,25,1
29,35,11,91,24,3,40,0
1,43,47,98,39,45,26,1
91,12,92,33,23,95,71,1
32,13,51,97,7,12,72,1
78,32,67,28,3,31,26,0
75,91,68,80,86,67,16,1
66,51,34,54,13,16,62,0
13,85,77,83,72,63,9,1
39,13,65,20,71,34,19,1
66,58,10,82,45,0,56,0
74,87,68,23,1,68,41,1
55,89,37,94,91,80,56,1
21,38,2,76,52,57,15,0
68,17,4,36,78,28,57,0
68,5,37,3,32,58,88,1
18,95,71,81,88,89,50,1
91,29,33,66,17,58,11,1
83,91,22,5,85,85,30,1
20,71,21,19,72,97,28,0
56,5,21,16,19,18,24,1
16,9,92,46,87,65,30,1
62,16,23,52,98,11,90,0
59,1,8,6,46,18,11,1
37,24,34,41,91,0,9,0
35,77,33,37,80,14,98,0
76,66,1,70,53,76,5,0
66,66,2,81,47,14,59,0
30,69,54,34,6,70,65,0
13,44,1,3,76,87,80,1
96,40,10,3,66,2,63,1
14,16,84,67,14,6,53,1
83,60,53,22,98,35,77,0
97,62,79,61,59,36,71,1
61,16,27,37,33,22,37,0
20,71,30,44,27,80,7,0
49,61,40,31,37,74,16,0
73,62,50,71,81,31,95,0
24,68,68,84,67,19,92,0
31,7,61,70,62,26,99,1
9,22,92,84,26,86,78,1
19,64,12,62,68,75,47,0
38,86,68,30,21,53,6,1
48,93,44,62,43,13,0,1
41,36,41,99,47,7,3,0
39,38,59,98,9,36,77,0
9,90,53,12,49,79,67,1
11,74,78,3,54,55,52,1
40,17,9,73,35,44,33,0
26,54,67,15,68,18,36,0
84,17,4,9,14,53,65,0
1,88,64,31,43,50,69,1
47,20,73,69,82,99,22,0
41,34,75,67,45,35,4,0
0,70,71,30,90,9,23,1
0,70,93,12,29,31,25,1
38,85,3,60,78,90,17,1
92,11,84,79,71,38,35,1
62,16,58,56,26,30,97,0
66,42,78,97,6,15,76,0
60,30,57,52,81,29,54,0
89,85,7,79,13,0,82,1
33,42,66,78,45,27,33,0
31,56,9,29,7,69,27,0
26,88,82,64,22,19,82,1
36,73,84,1,82,41,38,0
54,23,72,61,38,0,20,0
57,99,52,82,63,24,39,1
75,20,79,51,93,47,99,0
46,44,27,22,4,86,48,0
32,17,79,6,83,43,71,0
96,79,20,1,18,37,32,1
78,68,88,6,36,72,80,0
73,16,35,89,79,87,76,0
40,30,70,77,22,64,56,0
6,14,71,43,48,56,95,1
98,53,8,53,40,83,31,1
44,7,93,34,61,64,11,1
81,21,84,95,88,5,17,0
59,83,39,70,33,80,95,0
46,29,8,62,95,27,99,0
3,86,75,42,23,12,4,1
99,89,68,45,10,52,14,1
19,10,51,3,10,65,10,1
94,34,80,69,30,2,72,1
71,54,59,92,11,63,83,0
64,15,82,78,99,75,68,1
24,61,59,2,94,80,62,0
37,47,13,4,78,69,49,0
85,3,74,71,22,9,50,1
12,86,89,99,56,62,81,1
12,65,34,68,20,85,79,1
89,44,63,59,91,4,32,1
99,64,28,57,26,7,3,1
24,69,10,1,41,71,47,0
4,62,78,99,7,14,93,1
15,65,80,16,48,45,7,1
85,45,69,92,9,70,68,1
95,51,86,91,69,7,23,1
1,29,5,22,12,25,33,1
33,54,45,51,98,86,27,0
95,16,27,34,44,99,89,1
45,59,9,67,76,85,46,0
54,87,50,74,46,12,89,1
68,6,30,89,26,8,1,1
6,27,12,1,95,22,69,1
42,22,14,59,52,19,92,0
29,32,62,87,61,98,66,0
96,72,31,9,66,21,95,1
24,20,81,44,41,17,13,0
35,24,81,49,83,38,31,0
46,72,26,1,16,54,81,0
83,98,57,92,48,99,10,1
3,5,1,11,25,42,93,1
43,3,95,57,83,49,64,1
35,84,38,13,88,69,14,0
75,83,19,67,56,3,31,0
93,85,66,68,11,11,6,1
42,63,10,72,16,42,79,0
33,56,30,12,75,96,86,0
6,62,11,91,96,61,24,1
8,13,77,70,15,60,5,1
2,56,6,66,44,42,18,1
69,43,94,44,64,58,49,0
34,34,33,14,19,10,48,0
78,48,84,12,5,16,0,0
37,63,71,47,64,71,51,0
93,42,33,18,67,25,19,1
15,20,51,29,8,45,13,1
67,13,78,64,47,61,90,1
58,7,69,77,23,7,23,1
15,20,37,23,41,18,2,1
14,2,53,18,6,93,89,1
72,46,75,60,70,60,82,0
95,70,3,59,47,70,71,1
74,10,96,73,40,21,51,1
25,17,19,3,6,92,8,0
33,58,26,29,99,39,35,0
85,71,16,45,20,53,71,1
17,55,94,61,75,56,45,0
59,34,99,91,60,7,10,0
37,36,31,13,50,47,92,0
44,74,66,7,85,8,50,0
46,98,86,76,50,47,81,1
82,42,69,3,93,26,64,0
83,46,95,7,73,35,66,0
26,16,40,84,25,45,11,0
34,10,18,73,76,27,39,1
22,72,78,5,6,73,76,0
40,95,66,29,75,14,55,1
4,51,22,34,41,48,18,1
15,84,17,9,66,91,68,1
18,73,56,1,82,85,22,0
3,77,71,79,18,85,78,1
6,1,34,86,31,55,61,1
90,47,91,67,49,44,76,1
18,74,10,34,5,27,81,0
67,74,51,93,23,66,78,0
45,39,14,94,65,85,35,0
11,11,65,56,23,48,64,1
59,75,51,51,26,80,62,0
52,2,87,71,62,15,97,1
78,35,59,56,40,46,57,0
57,16,11,22,78,56,79,0
20,2,52,43,5,48,24,1
42,62,89,47,6,71,25,0
89,11,22,96,24,66,65,1
26,6,38,46,34,2,79,1
31,24,34,13,52,28,21,0
51,55,17,17,56,14,55,0
4,67,99,94,51,71,22,1
80,23,78,72,19,27,14,0
41,48,32,15,88,29,11,0
30,86,15,1,72,84,32,1
23,20,74,1,88,21,52,0
95,49,10,51,37,13,59,1
87,94,25,32,93,16,65,1
19,70,31,69,43,33,38,0
6,31,20,0,88,45,15,1
78,7,85,15,5,30,67,1
82,45,28,35,29,70,35,0
74,50,52,71,4,39,5,0
69,65,10,7,76,35,24,0
25,12,96,45,45,16,72,1
12,48,16,2,21,53,40,1
73,89,67,68,75,21,65,1
6,57,60,9,38,30,94,1
56,23,37,6,97,95,29,0
67,1,39,64,75,63,98,1
65,46,13,96,20,61,71,0
55,16,56,87,60,57,8,0
31,37,28,4,94,56,37,0
69,23,54,52,60,55,37,0
76,32,21,80,36,66,41,0
16,73,78,91,19,25,1,0
24,91,41,9,29,35,43,1
54,57,77,39,1,17,64,0
