X,Y,X_ALE,ALE,COLOR
1,79,32,2,0
1,23,76,0,0
1,26,108,77,3
1,64,143,49,1
1,30,127,33,1
1,89,122,46,1
1,84,102,55,0
1,70,115,34,0
1,37,97,79,0
1,36,169,70,1
1,6,150,93,1
1,48,30,13,0
1,52,107,26,0
1,4,179,89,1
1,77,103,64,0
1,99,158,89,1
1,59,54,20,3
1,3,69,55,1
1,66,149,91,0
1,51,114,54,3
1,93,62,13,1
1,66,144,58,1
1,9,144,93,1
1,7,87,61,1
1,68,135,85,0
1,82,179,97,0
1,70,114,30,0
1,33,81,72,1
1,92,106,76,1
1,53,75,9,0
1,73,127,33,1
1,51,142,56,1
1,21,101,22,0
1,56,127,86,3
1,96,91,45,1
1,4,158,75,1
1,52,41,26,1
1,79,167,73,1
1,83,110,62,0
1,92,135,70,1
1,32,98,46,3
1,17,120,93,0
1,69,138,52,1
1,96,78,70,1
1,85,156,89,1
1,67,138,76,0
1,72,109,13,1
1,17,183,85,1
1,11,80,47,1
1,20,29,2,0
1,51,105,68,2
1,41,150,67,0
1,21,71,6,0
1,31,142,92,3
1,7,79,15,1
1,18,56,46,1
1,12,94,62,1
1,14,68,66,1
1,37,190,97,1
1,22,78,8,0
1,41,140,88,2
1,3,149,59,1
1,28,74,55,0
1,19,75,56,0
1,53,39,20,0
1,84,136,74,0
1,57,114,48,0
1,91,102,50,1
1,5,53,21,1
1,24,60,39,0
1,73,114,80,0
1,25,111,35,0
1,73,76,3,0
1,4,88,4,1
1,72,89,31,0
1,37,116,23,1
1,33,117,26,1
1,71,63,49,1
1,43,67,64,1
1,86,113,40,1
1,83,157,97,0
1,58,20,0,0
1,86,131,57,1
1,89,194,95,1
1,48,44,5,2
1,32,110,35,0
1,97,55,17,1
1,84,92,67,0
1,56,62,48,1
1,41,149,67,0
1,7,121,96,1
1,26,99,2,1
1,83,182,99,0
1,11,141,84,1
1,21,61,4,0
1,10,101,87,1
1,44,111,13,1
1,24,87,3,0
1,79,119,26,1
1,18,82,68,1
1,40,86,61,0
1,9,65,28,1
1,80,155,64,1
1,61,96,66,3
1,15,152,68,1
1,1,92,79,1
1,68,126,72,0
1,41,141,71,0
1,99,151,92,1
1,58,29,28,1
1,14,125,56,1
1,80,77,57,0
1,1,130,81,1
1,41,50,13,2
1,22,55,0,0
1,70,94,56,0
1,24,58,43,1
1,38,77,13,3
1,29,124,85,3
1,86,82,81,1
1,31,95,76,0
1,5,48,27,1
1,60,77,46,3
1,20,49,33,0
1,72,74,25,0
1,87,49,36,1
1,0,78,9,1
1,98,67,65,1
1,36,106,15,1
1,86,78,36,1
1,67,171,75,1
1,66,103,37,0
1,28,53,10,3
1,81,109,34,0
1,85,17,12,1
1,67,167,79,1
1,96,20,1,1
1,71,49,13,0
1,39,122,80,2
1,51,123,27,1
1,77,107,84,0
1,55,113,90,0
1,15,122,23,1
1,64,50,25,0
1,52,110,89,0
1,69,60,59,1
1,77,146,72,0
1,44,84,56,3
1,65,147,97,0
1,62,101,13,1
1,57,59,47,1
1,92,90,60,1
1,82,81,33,0
1,88,97,97,1
1,62,68,23,3
1,5,111,99,1
1,38,76,49,3
1,74,48,13,0
1,25,103,92,1
1,44,85,8,0
1,98,178,94,1
1,67,64,44,0
1,39,144,69,0
1,38,87,34,2
1,4,194,97,1
1,79,95,13,0
1,11,62,26,1
1,59,45,22,0
1,95,107,21,1
1,24,52,23,0
1,7,157,97,1
1,41,93,79,1
1,30,72,53,0
1,99,51,6,1
1,52,87,72,1
1,61,94,42,3
1,42,105,90,1
1,9,91,1,1
1,78,88,23,0
1,63,69,49,0
1,98,49,49,1
1,34,47,30,0
1,87,82,9,1
1,26,61,23,3
1,98,64,46,1
1,50,63,48,1
1,34,92,66,3
1,89,118,26,1
1,32,104,16,1
1,84,138,57,0
1,57,167,89,0
1,76,120,27,1
1,20,132,61,0
1,74,105,13,1
1,74,107,51,0
1,10,115,70,1
1,27,163,96,0
1,18,108,97,1
1,38,111,78,3
1,2,92,60,1
1,43,160,69,1
1,49,90,58,3
1,89,113,35,1
1,51,83,35,2
1,17,94,28,0
1,49,101,93,1
1,17,96,45,0
1,25,62,9,0
1,61,78,13,0
1,30,79,3,0
1,41,30,20,1
1,17,71,23,0
1,98,142,82,1
1,87,186,94,1
1,60,137,77,3
1,98,59,20,1
1,47,86,20,0
1,81,80,56,0
1,40,105,80,0
1,26,121,86,3
1,33,155,66,1
1,73,130,82,0
1,90,58,55,1
1,38,54,21,3
1,78,174,93,0
1,90,126,31,1
1,39,49,26,0
1,55,75,48,3
1,92,166,78,1
1,79,69,59,1
1,11,128,78,1
1,33,53,3,3
1,36,133,73,3
1,33,81,12,0
1,92,47,9,1
1,82,155,87,0
1,79,98,6,1
1,75,138,42,1
1,73,92,41,0
1,13,93,63,1
1,92,94,41,1
1,71,142,75,0
1,29,122,60,3
1,67,145,67,0
1,96,149,56,1
1,43,94,0,1
1,2,81,52,1
1,51,74,65,1
1,77,86,56,0
1,90,189,91,1
1,65,106,55,0
1,26,86,15,0
1,18,56,41,1
1,55,81,70,1
1,89,58,28,1
1,40,54,43,1
1,62,139,41,1
1,37,38,22,0
1,53,85,13,0
1,58,74,19,3
1,78,56,47,1
1,35,134,40,1
1,49,67,19,2
1,72,108,49,0
1,51,30,23,1
1,2,132,65,1
1,64,63,9,3
1,61,12,6,1
1,43,69,42,3
1,31,79,58,0
1,37,172,94,0
1,4,59,33,1
1,39,90,8,0
1,33,86,58,3
1,22,167,73,1
1,95,28,5,1
1,70,125,41,0
1,96,76,23,1
1,60,42,22,0
1,25,140,62,0
1,44,44,34,1
1,44,78,69,1
1,0,39,3,1
1,45,147,74,0
1,25,155,86,0
1,25,68,6,0
1,86,96,16,1
1,34,45,22,0
1,92,183,84,1
1,84,122,58,0
1,76,93,15,0
1,47,120,41,0
1,19,181,91,1
1,55,105,41,3
1,15,86,44,1
1,38,88,26,3
1,53,83,57,3
1,93,109,28,1
1,4,191,94,1
1,10,148,97,1
1,42,96,70,3
1,43,84,57,3
1,5,146,50,1
1,37,78,37,2
1,6,49,31,1
1,78,137,99,0
1,81,79,55,0
1,30,81,2,0
1,13,158,61,1
1,30,68,54,1
1,90,133,87,1
1,5,46,45,1
1,37,64,38,3
1,73,111,96,1
1,84,106,95,1
1,47,88,42,2
1,47,122,62,3
1,79,165,76,1
1,88,30,26,1
1,84,74,44,0
1,72,55,29,0
1,69,187,96,1
1,69,176,83,1
1,84,94,26,0
1,6,66,48,1
1,59,155,65,1
1,4,60,24,1
1,87,62,1,1
1,21,139,71,0
1,1,130,94,1
1,22,103,84,0
1,24,151,65,1
1,88,141,54,1
1,95,184,91,1
1,84,97,6,1
1,6,77,39,1
1,3,149,64,1
1,77,142,48,1
1,57,103,65,3
1,5,55,39,1
1,30,138,50,1
1,40,114,98,0
1,61,144,99,3
1,35,93,55,3
1,97,89,86,1
1,17,80,36,0
1,77,43,14,0
1,22,89,1,1
1,63,52,32,0
1,89,103,77,1
1,5,43,27,1
1,69,74,74,1
1,37,146,89,3
1,49,80,5,0
1,11,60,6,1
1,11,57,49,1
1,49,156,98,3
1,84,40,2,0
1,77,68,49,0
1,89,137,81,1
1,58,60,58,1
1,34,34,19,1
1,87,142,65,1
1,57,88,45,3
1,13,152,64,1
1,65,92,66,0
1,42,161,97,3
1,0,138,73,1
1,54,109,64,2
1,59,131,53,0
1,45,54,40,1
1,24,122,68,0
1,63,119,46,0
1,66,79,60,0
1,34,132,56,0
1,4,25,19,1
1,94,134,83,1
1,3,44,35,1
1,78,104,63,0
1,71,136,88,0
1,9,112,53,1
1,75,16,11,1
1,66,21,5,0
1,25,149,99,0
1,52,154,88,0
1,86,19,6,1
1,12,170,92,1
1,83,128,66,0
1,96,169,86,1
1,38,88,71,0
1,53,121,41,0
1,85,86,38,1
1,89,147,62,1
1,67,133,79,0
1,16,162,90,0
1,32,57,21,3
1,95,109,71,1
1,60,65,18,3
1,34,13,0,1
1,93,67,29,1
1,66,67,46,0
1,66,43,33,1
1,60,106,52,3
1,49,158,81,0
1,67,103,73,0
1,51,58,23,3
1,11,130,57,1
1,18,145,86,0
1,99,103,91,1
1,87,75,20,1
1,55,151,89,3
1,1,161,67,1
1,5,175,83,1
1,52,91,20,0
1,33,33,1,3
1,9,127,71,1
1,60,90,58,3
1,40,107,96,1
1,8,132,68,1
1,1,134,78,1
1,63,37,9,3
1,11,165,66,1
1,26,79,35,3
1,42,103,35,0
1,24,133,40,1
1,28,136,59,0
1,77,87,13,0
1,93,61,41,1
1,99,102,26,1
1,13,137,80,1
1,93,88,41,1
1,61,106,76,3
1,81,98,80,0
1,52,129,62,0
1,9,159,60,1
1,66,108,61,0
1,91,143,80,1
1,23,62,21,0
1,31,111,92,0
1,45,103,9,1
1,54,63,11,2
1,22,59,14,0
1,0,65,65,1
1,7,78,2,1
1,67,161,93,0
1,58,95,69,3
1,70,145,99,0
1,27,170,81,1
1,26,38,18,0
1,34,28,0,3
1,76,125,49,0
1,76,68,24,0
1,93,105,58,1
1,32,146,73,0
1,66,114,63,0
1,88,82,7,1
1,2,128,92,1
1,91,161,94,1
1,28,50,40,1
1,16,168,93,0
1,62,45,33,1
1,45,130,71,3
1,5,96,84,1
1,42,105,80,0
1,39,168,89,0
1,74,93,79,1
1,66,179,80,1
1,7,93,14,1
1,43,150,66,0
1,40,62,42,0
1,67,79,49,0
1,13,104,24,1
1,59,124,36,1
1,10,32,11,1
1,2,87,15,1
1,72,119,50,0
1,0,142,73,1
1,92,90,87,1
1,59,171,89,0
1,32,146,92,3
1,17,27,1,0
1,29,164,69,1
1,43,138,58,0
1,68,57,10,0
1,58,59,8,3
1,13,121,53,1
1,5,34,3,1
1,22,180,97,0
1,90,146,53,1
1,52,104,12,1
1,45,25,9,0
1,41,99,67,3
1,21,97,16,0
1,29,84,58,3
1,32,156,61,1
1,31,184,89,1
1,86,31,24,1
1,53,125,63,3
1,80,115,92,0
1,6,83,0,1
1,41,107,16,1
1,7,141,53,1
1,8,12,6,1
1,76,50,28,0
1,28,117,96,0
1,74,70,25,0
1,98,110,47,1
1,29,140,75,0
1,67,45,26,0
1,31,152,95,3
1,14,130,79,1
1,70,101,61,0
1,65,78,14,0
1,63,108,91,0
1,93,78,44,1
1,48,190,94,1
1,84,25,11,1
1,69,55,52,1
1,85,64,24,1
1,23,90,19,0
1,30,169,92,0
1,82,146,80,0
1,16,48,27,0
1,6,87,85,1
1,47,64,36,3
1,51,61,16,2
1,58,154,70,0
1,85,65,16,1
1,98,113,70,1
1,90,119,31,1
1,40,129,39,1
1,11,83,51,1
1,69,133,58,0
1,64,95,91,1
1,49,95,13,0
1,73,177,81,1
1,20,84,51,0
1,42,154,84,0
1,43,121,43,0
1,89,110,21,1
1,23,97,93,1
1,3,32,24,1
1,7,63,33,1
1,11,122,74,1
1,92,46,15,1
1,91,103,32,1
1,14,93,23,1
1,51,55,45,1
1,80,64,17,0
1,4,62,42,1
1,50,95,73,0
1,74,40,4,0
1,97,26,25,1
1,30,97,0,1
1,8,38,37,1
1,35,106,41,0
1,72,102,26,0
1,21,112,52,0
1,10,96,4,1
1,28,103,10,1
1,88,76,30,1
1,0,29,6,1
1,25,127,28,1
1,23,137,96,0
1,63,144,63,0
1,84,129,66,0
1,75,102,26,0
1,13,157,81,1
1,43,137,48,1
1,76,121,55,0
1,42,49,25,0
1,45,60,16,2
1,0,159,65,1
1,66,110,87,0
1,20,97,30,0
1,56,128,89,3
1,34,139,77,3
1,57,41,5,3
1,92,54,15,1
1,91,83,21,1
1,26,126,48,0
1,39,106,69,2
1,86,147,68,1
1,50,118,63,3
1,90,107,20,1
1,5,91,39,1
1,28,68,24,3
1,81,77,11,0
1,54,141,81,3
1,42,22,6,0
1,14,21,19,1
1,67,164,81,0
1,67,21,0,0
1,80,166,95,0
1,52,114,94,0
1,21,177,83,1
1,79,104,79,0
1,74,165,70,1
1,25,93,54,0
1,32,122,99,0
1,84,126,31,1
1,41,112,73,2
1,3,130,54,1
1,79,73,11,0
1,25,88,85,1
1,10,142,69,1
1,57,63,2,3
1,90,99,94,1
1,49,94,83,1
1,72,62,19,0
1,68,121,73,0
1,30,87,81,1
1,21,91,78,1
1,63,75,1,0
1,87,129,41,1
1,52,119,96,0
1,20,22,13,1
1,55,98,41,3
1,2,156,82,1
1,34,151,74,0
1,71,92,52,0
1,50,116,87,3
1,62,36,32,1
1,75,102,95,1
1,99,95,5,1
1,90,123,62,1
1,31,97,63,3
1,89,56,18,1
1,56,128,43,1
1,78,67,55,1
1,27,89,22,0
1,1,53,25,1
1,23,123,71,0
1,70,163,71,1
1,18,100,70,0
1,9,105,17,1
1,13,104,24,1
1,13,143,97,1
1,49,156,65,1
1,8,70,30,1
1,51,73,41,3
1,50,142,64,0
1,53,175,85,1
1,23,75,54,0
1,55,46,14,3
1,42,57,0,3
1,90,72,66,1
1,64,32,27,1
1,6,44,40,1
1,31,81,45,3
1,73,81,65,0
1,62,134,77,3
1,37,84,71,1
1,79,58,0,0
1,2,107,71,1
1,48,121,43,0
1,54,125,99,3
1,67,34,29,1
1,93,88,81,1
1,96,36,24,1
1,53,44,14,3
1,88,132,62,1
1,81,124,80,0
1,57,107,85,0
1,98,84,10,1
1,26,116,26,1
1,86,57,13,1
1,35,99,63,3
1,71,58,9,0
1,32,90,29,3
1,62,70,46,0
1,60,158,72,1
1,10,87,56,1
1,32,155,71,0
1,92,126,62,1
1,71,126,45,0
1,13,79,50,1
1,13,83,10,1
1,66,146,70,0
1,79,126,34,1
1,51,83,7,0
1,86,19,2,1
1,77,165,78,1
1,94,68,42,1
1,45,110,22,1
1,99,86,21,1
1,46,47,41,1
1,37,49,25,0
1,1,118,33,1
1,83,26,6,0
1,6,58,48,1
1,76,87,61,0
1,50,78,4,0
1,31,87,81,1
1,31,82,28,3
1,25,62,60,1
1,30,117,77,3
1,6,100,41,1
1,61,101,94,1
1,29,52,28,0
1,59,54,3,3
1,46,92,11,0
1,13,105,38,1
1,78,92,59,0
1,30,75,24,3
1,5,128,51,1
1,63,88,25,3
1,23,64,24,0
1,51,120,54,0
1,52,88,69,0
1,88,84,1,1
1,78,155,66,1
1,77,136,45,1
1,99,154,93,1
1,6,105,60,1
1,16,85,45,0
1,58,84,69,1
1,62,89,44,3
1,29,119,34,1
1,69,127,35,1
1,14,22,3,1
1,54,68,62,1
1,90,20,16,1
1,63,87,78,1
1,28,152,56,1
1,84,118,20,1
1,67,115,65,0
1,31,81,39,3
1,46,74,11,3
1,37,8,2,1
1,28,68,30,3
1,31,90,62,3
1,42,104,7,1
1,93,101,8,1
1,28,124,35,1
1,4,87,37,1
1,29,26,16,1
1,22,100,56,0
1,49,113,55,3
1,20,159,83,0
1,24,77,71,1
1,4,167,77,1
1,44,147,95,2
1,44,59,0,3
1,62,101,70,3
1,39,114,55,3
1,91,65,61,1
1,93,148,62,1
1,16,53,2,0
1,10,64,60,1
1,20,111,66,0
1,42,149,84,0
1,37,140,47,1
1,98,59,43,1
1,96,144,94,1
1,49,69,47,0
1,31,118,91,3
1,12,74,65,1
1,54,149,58,1
1,50,35,35,1
1,70,59,55,1
1,82,127,39,1
1,75,120,90,0
1,6,55,8,1
1,43,44,41,1
1,52,139,83,3
1,82,61,39,0
1,35,111,35,0
1,42,88,12,0
1,26,59,41,0
1,82,157,86,0
1,49,48,36,1
1,40,93,16,0
1,79,140,71,0
1,77,98,65,0
1,77,97,79,0
1,38,77,55,0
1,34,93,83,1
1,92,94,60,1
1,93,132,65,1
1,73,102,86,0
1,66,80,48,0
1,5,153,98,1
1,86,102,13,1
1,65,117,38,0
1,18,115,74,0
1,53,168,98,0
1,4,135,43,1
1,75,94,34,0
1,70,135,71,0
1,59,93,58,3
1,49,140,56,0
1,83,90,17,0
1,63,96,5,1
1,91,110,98,1
1,39,146,60,1
1,60,26,2,0
1,92,32,1,1
1,57,75,28,3
1,99,98,27,1
1,96,105,70,1
1,29,69,51,0
1,41,83,41,2
1,22,141,52,1
1,90,113,96,1
1,65,109,86,0
1,59,176,81,1
1,23,99,26,0
1,6,12,3,1
1,92,137,52,1
1,80,119,76,0
1,73,104,40,0
1,54,99,12,1
1,39,49,22,3
1,86,34,17,1
1,44,26,4,0
1,79,106,73,0
1,37,68,6,3
1,15,151,75,1
1,27,61,13,3
1,4,77,58,1
1,4,95,36,1
1,64,148,70,0
1,6,32,9,1
1,44,87,14,0
1,6,98,44,1
1,71,38,35,1
1,76,130,71,0
1,85,23,9,1
1,40,61,42,0
1,56,85,45,3
1,0,106,48,1
1,27,97,51,3
1,88,159,72,1
1,83,20,0,0
1,81,160,82,0
1,87,78,11,1
1,32,40,37,1
1,53,6,5,1
1,7,130,49,1
1,8,115,96,1
1,80,35,16,0
1,23,144,96,0
1,58,102,14,1
1,91,116,66,1
1,52,77,62,1
1,90,136,88,1
1,76,97,75,0
1,8,160,76,1
1,71,79,35,0
1,30,89,46,3
1,83,84,34,0
1,75,50,37,1
1,46,100,47,2
1,77,80,14,0
1,89,74,22,1
1,49,152,81,0
1,44,119,51,0
1,43,159,97,3
1,23,71,21,0
1,60,99,22,0
1,46,44,7,2
1,64,155,60,1
1,61,135,79,3
1,45,73,46,3
1,64,133,93,3
1,37,143,74,0
1,63,124,43,0
1,29,81,77,1
1,49,141,56,1
1,39,94,3,1
1,88,129,68,1
1,42,130,34,1
1,53,43,26,0
1,38,149,65,0
1,26,95,95,1
1,30,167,96,0
1,16,118,28,1
1,32,75,11,3
1,32,20,17,1
1,92,161,72,1
1,63,180,89,1
1,82,69,48,0
1,1,105,22,1
1,63,79,39,3
1,14,59,9,1
1,46,62,35,3
1,46,116,19,1
1,11,75,51,1
1,53,113,49,3
1,78,127,68,0
1,90,96,58,1
1,85,106,81,1
1,57,161,71,1
1,33,137,95,3
1,13,105,58,1
1,64,80,6,0
1,73,101,30,0
1,97,14,5,1
1,8,110,99,1
1,77,75,41,0
1,7,83,58,1
1,13,93,60,1
1,19,105,58,0
1,56,41,15,3
1,34,59,26,3
1,54,31,23,1
1,97,95,92,1
1,56,129,57,0
1,98,112,50,1
1,59,168,98,0
1,72,76,10,0
1,98,152,58,1
1,20,61,45,0
1,53,126,71,3
1,45,80,67,1
1,50,163,95,0
1,94,76,1,1
1,25,102,37,0
1,5,92,75,1
1,80,161,92,0
1,17,101,93,1
1,83,97,75,0
1,79,147,95,0
1,80,14,7,1
1,46,113,99,1
1,34,59,2,3
1,29,95,1,1
1,22,131,62,0
1,82,102,68,0
1,87,85,46,1
1,26,38,5,3
1,58,68,15,3
1,89,80,64,1
1,62,95,94,1
1,30,56,41,1
1,61,123,83,3
1,64,63,63,1
1,42,168,72,1
1,77,139,65,0
1,23,102,25,0
1,69,84,28,0
1,19,89,5,0
1,50,38,13,0
1,92,58,27,1
1,9,136,77,1
1,37,60,60,1
1,29,82,20,3
1,80,58,38,0
1,71,80,55,0
1,49,127,93,3
1,26,102,38,3
1,61,120,88,3
1,54,87,45,2
1,49,170,77,1
1,90,90,37,1
1,37,51,45,1
1,24,157,62,1
1,12,174,89,1
1,72,125,75,0
1,15,103,90,1
1,67,10,4,1
1,39,53,40,1
1,14,95,46,1
1,39,40,31,1
1,82,128,36,1
1,36,59,59,1
1,37,143,49,1
1,27,106,33,0
1,57,85,53,3
1,28,170,74,1
1,26,42,32,1
1,35,109,55,3
1,33,97,63,3
1,3,175,85,1
1,83,103,55,0
1,90,84,56,1
1,91,109,65,1
1,7,80,36,1
1,65,71,35,0
1,82,70,58,1
1,59,116,67,3
1,22,60,20,0
1,18,139,80,0
1,6,97,72,1
1,94,126,95,1
1,93,101,45,1
1,32,148,72,0
1,31,33,17,0
1,19,143,45,1
1,36,125,49,0
1,61,90,21,0
1,94,15,3,1
1,85,56,42,1
1,64,80,49,3
1,99,117,79,1
1,15,121,82,1
1,17,131,32,1
1,7,54,37,1
1,7,190,91,1
1,79,75,45,0
1,65,125,51,0
1,8,157,87,1
1,20,134,89,0
1,94,67,39,1
1,12,155,96,1
1,5,120,27,1
1,97,155,63,1
1,70,126,33,1
1,1,85,4,1
1,21,116,53,0
1,85,138,97,1
1,38,94,90,1
1,27,48,35,1
1,45,82,79,1
1,34,67,30,3
1,55,160,76,0
1,39,111,19,1
1,93,84,14,1
1,97,97,19,1
1,64,81,77,1
1,79,61,13,0
1,8,125,49,1
1,49,135,71,3
1,50,101,96,1
1,94,113,43,1
1,77,2,2,1
1,17,172,99,0
1,39,114,24,1
1,6,125,78,1
1,89,142,58,1
1,24,28,8,0
1,77,133,99,0
1,55,65,5,3
1,43,60,2,3
1,71,109,70,0
1,5,131,93,1
1,61,130,77,3
1,96,39,24,1
1,15,99,50,1
1,23,80,44,0
1,77,70,49,0
1,8,116,78,1
1,46,146,91,3
1,75,54,18,0
1,66,107,32,0
1,48,86,81,1
1,80,134,96,0
1,1,95,83,1
1,42,121,94,3
1,56,94,53,3
1,75,51,37,1
1,19,52,24,0
1,57,113,46,0
1,27,49,1,3
1,26,82,15,0
1,94,144,66,1
1,85,139,88,1
1,13,99,23,1
1,31,120,84,3
1,90,146,48,1
1,66,106,23,0
1,14,68,52,1
1,91,136,53,1
1,49,43,13,3
1,19,66,34,0
1,68,69,4,0
1,69,111,13,1
1,83,96,15,0
1,83,23,18,1
1,78,33,7,0
1,17,90,44,0
1,61,73,48,0
1,48,108,70,2
1,46,97,25,0
1,64,122,48,0
1,6,112,25,1
1,13,73,15,1
1,27,148,87,3
1,77,126,93,0
1,27,84,18,0
1,20,80,80,1
1,95,81,74,1
1,14,84,50,1
1,33,101,64,3
1,81,96,84,1
1,71,117,20,1
1,13,12,3,1
1,20,62,16,0
1,19,21,7,1
1,84,76,56,0
1,94,75,54,1
1,69,53,1,0
1,79,110,81,0
1,2,142,46,1
1,77,176,87,1
1,11,99,48,1
1,33,82,39,3
1,92,57,34,1
1,76,62,22,0
1,55,140,71,0
1,69,86,13,0
1,71,79,73,1
1,5,109,61,1
1,92,166,90,1
1,25,141,91,0
1,9,74,68,1
1,94,65,33,1
1,89,170,97,1
1,86,46,17,1
1,19,165,90,0
1,96,94,61,1
1,22,65,0,0
1,88,72,66,1
1,16,128,97,0
1,98,52,5,1
1,25,136,66,0
1,35,56,20,3
1,57,39,29,1
1,55,173,94,0
1,53,191,99,1
1,56,139,84,3
1,19,107,75,0
1,84,98,46,0
1,98,104,59,1
1,22,108,95,1
1,4,85,46,1
1,84,97,86,1
1,17,115,92,0
1,4,26,18,1
1,48,128,68,3
1,49,108,42,0
1,77,178,97,0
1,61,174,77,1
1,10,22,5,1
1,50,41,11,3
1,55,149,75,0
1,50,73,60,1
1,54,31,25,1
1,50,173,78,1
1,86,114,22,1
1,99,33,27,1
1,83,105,92,1
1,66,114,31,0
1,69,154,64,1
1,83,8,4,1
1,52,126,89,2
1,64,101,92,1
1,36,142,69,0
1,84,77,14,0
1,20,80,57,0
1,96,97,15,1
1,54,115,53,3
1,79,175,91,0
1,80,79,27,0
1,23,148,84,0
1,48,102,63,2
1,92,68,13,1
1,29,82,36,3
1,65,153,97,0
1,17,143,66,0
1,49,52,26,3
1,89,131,37,1
1,0,45,17,1
1,54,107,99,1
1,36,176,99,0
1,39,58,31,3
1,18,129,89,0
1,78,59,36,0
1,23,100,85,1
1,30,178,98,0
1,92,129,64,1
1,38,71,9,3
1,6,37,17,1
1,87,59,2,1
1,6,135,69,1
1,66,144,96,0
1,90,150,65,1
1,36,95,79,0
1,37,104,80,0
1,94,35,16,1
1,2,90,7,1
1,53,80,61,0
1,96,49,41,1
1,82,82,41,0
1,92,16,11,1
1,77,55,18,0
1,95,96,87,1
1,76,134,69,0
1,41,125,26,1
1,80,87,16,0
1,78,101,32,0
1,60,70,67,1
1,29,116,69,3
1,19,74,70,1
1,51,129,76,2
1,73,139,63,0
1,4,154,66,1
1,31,184,95,1
1,2,44,15,1
1,42,80,45,3
1,25,33,2,0
1,21,186,95,1
1,55,152,58,1
1,93,172,81,1
1,18,90,2,1
1,18,97,4,1
1,61,51,12,3
1,55,53,47,1
1,26,98,95,1
1,28,45,32,1
1,74,110,11,1
1,97,144,55,1
1,47,144,53,1
1,53,112,71,2
1,72,131,98,0
1,69,106,66,0
1,36,59,13,2
1,12,100,84,1
1,5,111,41,1
1,19,104,73,0
1,44,66,19,2
1,44,63,63,1
1,61,73,15,3
1,95,76,62,1
1,78,111,22,1
1,45,96,61,3
1,69,92,37,0
1,98,65,10,1
1,54,173,86,1
1,10,144,87,1
1,9,119,40,1
1,94,165,66,1
1,94,42,20,1
1,92,46,24,1
1,8,105,21,1
1,61,50,18,3
1,36,129,31,1
1,67,54,30,0
1,96,84,47,1
1,17,23,9,1
1,31,185,92,1
1,44,122,88,3
1,70,121,90,0
1,16,45,4,0
1,65,185,86,1
1,35,16,12,1
1,30,148,59,1
1,75,63,60,1
1,5,53,18,1
1,69,44,35,1
1,46,94,91,1
1,32,86,75,1
1,36,18,13,1
1,45,55,10,2
1,33,98,49,3
1,7,117,73,1
1,2,123,86,1
1,72,94,93,1
1,46,104,13,1
1,67,89,29,0
1,51,95,62,3
1,98,143,52,1
1,98,46,1,1
1,35,106,70,3
1,15,107,86,1
1,17,167,91,0
1,7,158,59,1
1,31,71,27,3
1,12,63,33,1
1,18,146,98,0
1,6,98,90,1
1,2,96,5,1
1,49,153,82,0
1,47,150,87,3
1,20,112,67,0
1,86,180,93,1
1,23,91,12,0
1,74,75,70,1
1,2,183,91,1
1,29,108,19,1
1,15,143,64,1
1,99,144,97,1
1,7,114,38,1
1,94,57,23,1
1,54,54,28,3
1,66,144,68,0
1,28,39,39,1
1,11,107,37,1
1,32,173,80,1
1,3,30,28,1
1,27,113,17,1
1,56,71,67,1
1,64,150,75,0
1,22,57,56,1
1,97,62,0,1
1,65,101,26,0
1,70,65,34,0
1,41,113,67,2
1,62,56,37,0
1,67,119,44,0
1,6,155,91,1
1,42,130,71,3
1,32,138,54,0
1,33,107,82,0
1,68,120,27,1
1,37,77,35,2
1,24,99,21,0
1,60,165,77,1
1,16,79,16,0
1,62,57,30,3
1,75,67,55,1
1,34,67,59,1
1,85,93,66,1
1,47,39,11,3
1,88,103,85,1
1,84,54,41,1
1,98,145,91,1
1,80,65,63,1
1,59,191,95,1
1,78,127,47,0
1,27,89,70,0
1,56,76,49,3
1,22,114,41,0
1,73,126,74,0
1,94,65,34,1
1,11,26,10,1
1,0,185,90,1
1,37,16,16,1
1,76,112,27,1
1,65,25,4,0
1,53,58,27,3
1,35,110,91,0
1,73,143,98,0
1,84,27,5,0
1,70,19,1,0
1,78,53,25,0
1,43,51,44,1
1,39,88,81,1
1,60,59,31,3
1,97,84,79,1
1,0,62,7,1
1,24,176,97,0
1,7,158,63,1
1,62,141,51,1
1,96,28,21,1
1,23,177,94,0
1,45,156,83,0
1,21,191,96,1
1,75,33,8,0
1,59,65,44,0
1,3,56,27,1
1,30,123,42,0
1,46,111,49,3
1,79,136,89,0
1,34,149,51,1
1,95,49,33,1
1,1,169,99,1
1,1,177,90,1
1,49,82,40,2
1,66,144,93,0
1,20,61,23,0
1,25,24,5,0
1,89,149,82,1
1,63,143,95,3
1,10,143,84,1
1,81,108,89,0
1,95,47,17,1
1,59,136,98,3
1,32,38,21,0
1,23,23,11,1
1,16,104,92,1
1,2,151,53,1
1,41,101,34,0
1,76,112,95,0
1,90,75,2,1
1,27,152,56,1
1,82,107,50,0
1,74,54,3,0
1,24,164,98,0
1,51,194,97,1
1,74,117,43,0
1,36,143,95,2
1,93,80,28,1
1,91,85,35,1
1,8,95,48,1
1,86,160,95,1
1,78,131,40,1
1,62,149,96,3
1,78,148,84,0
1,32,193,98,1
1,87,176,80,1
1,72,147,50,1
1,27,48,20,3
1,77,145,90,0
1,26,84,29,3
1,56,169,99,0
1,29,120,55,0
