"NUEVA LICITACION / C. ERRORES","TIPO
ANUNCIO",EXPTE.,OBJETO,"FECHA
ANUNCIO",BOLETIN,Nº,"LINK ANUNCIO",ORGANISMO,LOCALIDAD,PROVINCIA,CCAA,TIPO,SECTOR,PCA.,PCT.,"PLAZO LIMITE OFERTAS","FECHA APERTURA PLICAS O SOBRES","CONTRATO TIPO","PROCEDIMIENTO ADJUDICACION","FORMA ADJUDICACION",CLASIFICACION,"OBJETO LOTES",,,"IMPORTE
S/IVA","IMPORTE
C/IVA","C. FINANC.",L1,L2,L3,UDS.,,"DURACION CONTRATO (MESES)","PRORROGA CONTRATO (MESES)","KEYWORDS
MARCAS/MODELOS",OBSERVACIONES,,
,LICITACION,2015-00937,"ACUERDO MARCO PARA EL SUMINISTRO E INSTALACION DEL SISTEMA EMBARCADO ASFA DIGITAL EN VEHICULOS DE RENFE-VIAJEROS DE ANCHO METRICO",2015/11/17,INTERNET,,http://licitaciones.renfe.com/licitaciones(bD1lcyZjPTMwMA==)/zbp_pub_lic_tod/listado_documentos.htm?ZPUB_C_N_EXP=2015-00937,RENFE,MADRID,MADRID,AGE,AGE,"FOMENTO / OBRAS PUBLICAS",http://licitaciones.renfe.com/licitaciones(bD1lcyZjPTMwMA==)/zbp_pub_lic_tod/datos_contacto.htm?lv_doc_objectid=224D4856EE11F619E10000000AF56370&lv_doc_documentclass=ZRMPS17&ZPUB_N_EXP=2015-00937&lv_cerrar=,,2016/01/11,,SUMINISTRO,ABIERTO,"ACUERDO MARCO",,,,,,,COMPRA,SERVICIOS,INSTALACION,"REDES INST",,,24,,,,,
,LICITACION,2015-00937,"ACUERDO MARCO PARA EL SUMINISTRO E INSTALACION DEL SISTEMA EMBARCADO ASFA DIGITAL EN VEHICULOS DE RENFE-VIAJEROS DE ANCHO METRICO",2015/11/17,INTERNET,,http://licitaciones.renfe.com/licitaciones(bD1lcyZjPTMwMA==)/zbp_pub_lic_tod/listado_documentos.htm?ZPUB_C_N_EXP=2015-00937,RENFE,MADRID,MADRID,AGE,AGE,"FOMENTO / OBRAS PUBLICAS",http://licitaciones.renfe.com/licitaciones(bD1lcyZjPTMwMA==)/zbp_pub_lic_tod/datos_contacto.htm?lv_doc_objectid=224D4856EE11F619E10000000AF56370&lv_doc_documentclass=ZRMPS17&ZPUB_N_EXP=2015-00937&lv_cerrar=,,2016/01/11,,SUMINISTRO,ABIERTO,"ACUERDO MARCO",,,,,,,COMPRA,HARDWARE,PERIFERICOS,"MONITORES / DISPLAYS",,,24,,,,,
,LICITACION,2015-00937,"ACUERDO MARCO PARA EL SUMINISTRO E INSTALACION DEL SISTEMA EMBARCADO ASFA DIGITAL EN VEHICULOS DE RENFE-VIAJEROS DE ANCHO METRICO",2015/11/17,INTERNET,,http://licitaciones.renfe.com/licitaciones(bD1lcyZjPTMwMA==)/zbp_pub_lic_tod/listado_documentos.htm?ZPUB_C_N_EXP=2015-00937,RENFE,MADRID,MADRID,AGE,AGE,"FOMENTO / OBRAS PUBLICAS",http://licitaciones.renfe.com/licitaciones(bD1lcyZjPTMwMA==)/zbp_pub_lic_tod/datos_contacto.htm?lv_doc_objectid=224D4856EE11F619E10000000AF56370&lv_doc_documentclass=ZRMPS17&ZPUB_N_EXP=2015-00937&lv_cerrar=,,2016/01/11,,SUMINISTRO,ABIERTO,"ACUERDO MARCO",,,,,,,COMPRA,SOFTWARE,"SW INFRAESTRUCTURA","BACKUP / REPLICACION / RESTAURACION",,,24,,,,,
,LICITACION,2015-00937,"ACUERDO MARCO PARA EL SUMINISTRO E INSTALACION DEL SISTEMA EMBARCADO ASFA DIGITAL EN VEHICULOS DE RENFE-VIAJEROS DE ANCHO METRICO",2015/11/17,INTERNET,,http://licitaciones.renfe.com/licitaciones(bD1lcyZjPTMwMA==)/zbp_pub_lic_tod/listado_documentos.htm?ZPUB_C_N_EXP=2015-00937,RENFE,MADRID,MADRID,AGE,AGE,"FOMENTO / OBRAS PUBLICAS",http://licitaciones.renfe.com/licitaciones(bD1lcyZjPTMwMA==)/zbp_pub_lic_tod/datos_contacto.htm?lv_doc_objectid=224D4856EE11F619E10000000AF56370&lv_doc_documentclass=ZRMPS17&ZPUB_N_EXP=2015-00937&lv_cerrar=,,2016/01/11,,SUMINISTRO,ABIERTO,"ACUERDO MARCO",,,,,,,COMPRA,SOFTWARE,"SW INFRAESTRUCTURA","BASES DE DATOS",,,24,,,,,
,LICITACION,15SE04024,"MANTENIMIENTO RED RADIO Y SISTEMAS VIDEOVIGILANCIA",2015/11/18,"DO UNION EUROPEA",223-407098,http://ted.europa.eu/udl?uri=TED:NOTICE:407098-2015:TEXT:ES:HTML&src=0,"CONSORCIO DE AGUAS DE TARRAGONA",REUS,TARRAGONA,CATALUÑA,EELL,"OTROS (SECTOR PUBLICO)",http://www.ccaait.com/perfil-del-contractant/licitacions/,http://www.ccaait.com/perfil-del-contractant/licitacions/,2016/01/11,2016/01/15,SERVICIOS,ABIERTO,CONCURSO,,,,,340000,,COMPRA,SERVICIOS,"MANTENIMIENTO O GESTION","SISTEMAS DE COMUNICACIONES",,,24,12,,"VALOR ESTIMADO: 510.000 S/IVA; PARTIDAS S/IVA: FIJO ANUAL 100.000 €, VARIABLE ANUAL 70.000 €",,
,LICITACION,15SE04024,"MANTENIMIENTO RED RADIO Y SISTEMAS VIDEOVIGILANCIA",2015/11/18,"DO UNION EUROPEA",223-407098,http://ted.europa.eu/udl?uri=TED:NOTICE:407098-2015:TEXT:ES:HTML&src=0,"CONSORCIO DE AGUAS DE TARRAGONA",REUS,TARRAGONA,CATALUÑA,EELL,"OTROS (SECTOR PUBLICO)",http://www.ccaait.com/perfil-del-contractant/licitacions/,http://www.ccaait.com/perfil-del-contractant/licitacions/,2016/01/11,2016/01/15,SERVICIOS,ABIERTO,CONCURSO,,,,,,,COMPRA,SERVICIOS,"MANTENIMIENTO O GESTION","SISTEMAS DE SEGURIDAD PERIMETRAL (FISICA)",,,24,12,,,,
,LICITACION,CO-2015186,"SOPORTE A LA GESTION DE EQUIPOS J2EE ORACLE",2015/11/18,INTERNET,,https://www.correosexpress.com/web/correosexpress/contrataciones-concursos,"CORREOS EXPRESS, SA",COSLADA,MADRID,AGE,AGE,"FOMENTO / OBRAS PUBLICAS",https://contrataciondelestado.es/wps/wcm/connect/ba90bc81-5e1e-4cbe-b7f1-dd242bd087b5/DOC_CD2015-208005.html?MOD=AJPERES,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=ca3a4b24-f818-4cc1-b28f-927260b269c3,2015/12/10,,SERVICIOS,"NEGOCIADO CON PUBLICIDAD",CONCURSO,,,,,1451520,,COMPRA,SERVICIOS,"OUTSOURCING PROCESOS","OFICINA TECNICA",,,24,,"J2EE ORACLE","VALOR ESTIMADO: 2.358.720 S/IVA; 4.536 JORNADAS; ENRIQUE RAMIREZ PALACIN",,
,LICITACION,15/078/2,"ADQUISICION, IMPLANTACION, MANTENIMIENTO Y SOPORTE DE UNA PLATAFORMA DE PROTECCION ANTIMALWARE PARA LOS SERVIDORES, PUESTOS CLIENTE Y DISPOSITIVOS MOVILES DE LA EMT",2015/11/16,INTERNET,,http://www.emtmadrid.es/data/comun//150782-Anuncio-web-licitacion.pdf,"EMPRESA MUNICIPAL DE TRANSPORTES DE MADRID, SA (EMT)",MADRID,MADRID,MADRID,EELL,"OTROS (SECTOR PUBLICO)","http://www.emtmadrid.es/home/Perfil-del-contratante/Convocatorias/Acceso-a-las-licitaciones.aspx?urlLicitacion=~/data/comun//15-078-2-Pliego-web.pdf&numExp=15/078/2&titulo=Adquisici%C3%B3n,%20implantaci%C3%B3n,%20mantenimiento%20y%20soporte%20de%20una%20plataforma%20de%20protecci%C3%B3n%20antimalware%20para%20los%20servidores,%20puestos%20cliente%20y%20dispositivos%20m%C3%B3viles%20de%20la%20EMT&fichero=Pliego%20de%20condiciones.",,2015/12/07,,MIXTO,ABIERTO,CONCURSO,,,,,133000,,COMPRA,SOFTWARE,"SW INFRAESTRUCTURA",ANTIVIRUS,1505,,,,,"VALOR ESTIMADO: 146.300 S/IVA",,
,LICITACION,15/078/2,"ADQUISICION, IMPLANTACION, MANTENIMIENTO Y SOPORTE DE UNA PLATAFORMA DE PROTECCION ANTIMALWARE PARA LOS SERVIDORES, PUESTOS CLIENTE Y DISPOSITIVOS MOVILES DE LA EMT",2015/11/16,INTERNET,,http://www.emtmadrid.es/data/comun//150782-Anuncio-web-licitacion.pdf,"EMPRESA MUNICIPAL DE TRANSPORTES DE MADRID, SA (EMT)",MADRID,MADRID,MADRID,EELL,"OTROS (SECTOR PUBLICO)","http://www.emtmadrid.es/home/Perfil-del-contratante/Convocatorias/Acceso-a-las-licitaciones.aspx?urlLicitacion=~/data/comun//15-078-2-Pliego-web.pdf&numExp=15/078/2&titulo=Adquisici%C3%B3n,%20implantaci%C3%B3n,%20mantenimiento%20y%20soporte%20de%20una%20plataforma%20de%20protecci%C3%B3n%20antimalware%20para%20los%20servidores,%20puestos%20cliente%20y%20dispositivos%20m%C3%B3viles%20de%20la%20EMT&fichero=Pliego%20de%20condiciones.",,2015/12/07,,MIXTO,ABIERTO,CONCURSO,,,,,,,COMPRA,SERVICIOS,"MANTENIMIENTO O GESTION","SOFTWARE / APLICACIONES / CONTENIDOS",,,,,,"4 AÑOS",,
,LICITACION,15/078/2,"ADQUISICION, IMPLANTACION, MANTENIMIENTO Y SOPORTE DE UNA PLATAFORMA DE PROTECCION ANTIMALWARE PARA LOS SERVIDORES, PUESTOS CLIENTE Y DISPOSITIVOS MOVILES DE LA EMT",2015/11/16,INTERNET,,http://www.emtmadrid.es/data/comun//150782-Anuncio-web-licitacion.pdf,"EMPRESA MUNICIPAL DE TRANSPORTES DE MADRID, SA (EMT)",MADRID,MADRID,MADRID,EELL,"OTROS (SECTOR PUBLICO)","http://www.emtmadrid.es/home/Perfil-del-contratante/Convocatorias/Acceso-a-las-licitaciones.aspx?urlLicitacion=~/data/comun//15-078-2-Pliego-web.pdf&numExp=15/078/2&titulo=Adquisici%C3%B3n,%20implantaci%C3%B3n,%20mantenimiento%20y%20soporte%20de%20una%20plataforma%20de%20protecci%C3%B3n%20antimalware%20para%20los%20servidores,%20puestos%20cliente%20y%20dispositivos%20m%C3%B3viles%20de%20la%20EMT&fichero=Pliego%20de%20condiciones.",,2015/12/07,,MIXTO,ABIERTO,CONCURSO,,,,,,,COMPRA,SERVICIOS,INSTALACION,"SISTEMAS INST",,,,,,"20 JORNADAS",,
,LICITACION,15/080/2,"DERECHO DE USO DE LICENCIAS DEL SISTEMA DE COPIAS DE SEGURIDAD CORPORATIVO DATAPROTECTOR",2015/11/16,INTERNET,,http://www.emtmadrid.es/data/comun//150802-Anuncio-web-licitacion.pdf,"EMPRESA MUNICIPAL DE TRANSPORTES DE MADRID, SA (EMT)",MADRID,MADRID,MADRID,EELL,"OTROS (SECTOR PUBLICO)",http://www.emtmadrid.es/home/Perfil-del-contratante/Convocatorias/Acceso-a-las-licitaciones.aspx?urlLicitacion=~/data/comun//150802-Pliego-web.pdf&numExp=15/080/2&titulo=Derecho%20de%20uso%20de%20licencias%20del%20sistema%20de%20copias%20de%20seguridad%20corporativo%20dataprotector&fichero=Pliego%20de%20condiciones,,2015/12/07,2015/12/11,SERVICIOS,ABIERTO,CONCURSO,,,,,30350,,COMPRA,SERVICIOS,"MANTENIMIENTO O GESTION","ACTUALIZACION / SOPORTE LICENCIAS SOFTWARE",20,,48,,"HP DATAPROTECTOR; HP PARTNERONE","VALOR ESTIMADO: 33.385 S/IVA",,
,PREVIO,,"ASISTENCIA EN PROYECTOS DE IMPLANTACION DE APLICACIONES INFORMATICAS",2015/11/18,"DO UNION EUROPEA",223-406404,http://ted.europa.eu/udl?uri=TED:NOTICE:406404-2015:TEXT:ES:HTML&src=0,"MINISTERIO DE JUSTICIA",MADRID,MADRID,AGE,AGE,JUSTICIA,https://contrataciondelestado.es/,913902611,,,SERVICIOS,ABIERTO,CONCURSO,,,,,9586777,,COMPRA,SERVICIOS,"OUTSOURCING PROCESOS","OFICINA TECNICA",,,,,,,,
,PREVIO,,"ACUERDO MARCO PARA OFICINAS DE GESTION DE PROYECTOS DONDE SE PODRAN RECOGER DISTINTOS TIPOS DE SERVICIOS",2015/11/18,"DO UNION EUROPEA",223-406402,http://ted.europa.eu/udl?uri=TED:NOTICE:406402-2015:TEXT:ES:HTML&src=0,"SOCIEDAD ANDALUZA PARA EL DESARROLLO DE LAS TELECOMUNICACIONES, SA (SANDETEL)",SEVILLA,SEVILLA,ANDALUCIA,CCAA,"INDUSTRIA / TURISMO / COMERCIO / CIENCIA Y TECNOLOGIA",http://www.juntadeandalucia.es/,954544427,,,SERVICIOS,ABIERTO,"ACUERDO MARCO",,,,,4733440,,COMPRA,SERVICIOS,"OUTSOURCING PROCESOS","OFICINA TECNICA",,,,,,"FECHA PREVISTA INICIO PROCESO ADJUDICACION: 01/07/16",,
,LICITACION,086/2015,"SERVICO DE ATENCION A CONSULTAS, SOPORTE A USUARIOS, MANTENIMIENTO Y EVOLUCION DEL SISTEMA DE GESTION DE EXPEDIENTES ELECTRONICO DE RRHH DEL GOBIERNO VASCO SOBRE PLATAFORMA SAP. EXPEDIENTE PREPARADO EXCLUSIVAMENTE PARA LICITACION ELECTRONICA",2015/11/18,INTERNET,,http://www.contratacion.euskadi.eus/w32-1084/es/contenidos/anuncio_contratacion/expx74j19785/es_doc/es_arch_expx74j19785.html?ruta=/w32-1084/es/v79aWar/comunJSP/v79aSubmitBuscarAnuncioFiltroAvanz.do?estado=AL&origenSubHome=busquedaPersonalizada#,"SOCIEDAD INFORMATICA DEL GOBIERNO VASCO (EJIE)",VITORIA,ALAVA,"PAIS VASCO",CCAA,"INDUSTRIA / TURISMO / COMERCIO / CIENCIA Y TECNOLOGIA",http://www.contratacion.euskadi.eus/w32-1084/es/v79aWar/comunJSP/v79aMostrarAdjunto.do?idUnico=expx74j19785&fichero=clausulas_admin_particulares1.pdf&tipoAnuncio=A&idOrigen=19785&origen=X74J&R01HNoPortal=true,http://www.contratacion.euskadi.eus/w32-1084/es/v79aWar/comunJSP/v79aMostrarAdjunto.do?idUnico=expx74j19785&fichero=pliego_bases_tecnicas1.pdf&tipoAnuncio=A&idOrigen=19785&origen=X74J&R01HNoPortal=true,2015/12/15,,SERVICIOS,ABIERTO,CONCURSO,,,,,550000,,COMPRA,SERVICIOS,"ASISTENCIA TECNICA",PROGRAMACION,,,12,,SAP,,,
,LICITACION,086/2015,"SERVICO DE ATENCION A CONSULTAS, SOPORTE A USUARIOS, MANTENIMIENTO Y EVOLUCION DEL SISTEMA DE GESTION DE EXPEDIENTES ELECTRONICO DE RRHH DEL GOBIERNO VASCO SOBRE PLATAFORMA SAP. EXPEDIENTE PREPARADO EXCLUSIVAMENTE PARA LICITACION ELECTRONICA",2015/11/18,INTERNET,,http://www.contratacion.euskadi.eus/w32-1084/es/contenidos/anuncio_contratacion/expx74j19785/es_doc/es_arch_expx74j19785.html?ruta=/w32-1084/es/v79aWar/comunJSP/v79aSubmitBuscarAnuncioFiltroAvanz.do?estado=AL&origenSubHome=busquedaPersonalizada#,"SOCIEDAD INFORMATICA DEL GOBIERNO VASCO (EJIE)",VITORIA,ALAVA,"PAIS VASCO",CCAA,"INDUSTRIA / TURISMO / COMERCIO / CIENCIA Y TECNOLOGIA",http://www.contratacion.euskadi.eus/w32-1084/es/v79aWar/comunJSP/v79aMostrarAdjunto.do?idUnico=expx74j19785&fichero=clausulas_admin_particulares1.pdf&tipoAnuncio=A&idOrigen=19785&origen=X74J&R01HNoPortal=true,http://www.contratacion.euskadi.eus/w32-1084/es/v79aWar/comunJSP/v79aMostrarAdjunto.do?idUnico=expx74j19785&fichero=pliego_bases_tecnicas1.pdf&tipoAnuncio=A&idOrigen=19785&origen=X74J&R01HNoPortal=true,2015/12/15,,SERVICIOS,ABIERTO,CONCURSO,,,,,,,COMPRA,SERVICIOS,"MANTENIMIENTO O GESTION","SOFTWARE / APLICACIONES / CONTENIDOS",,,12,,,,,
,LICITACION,086/2015,"SERVICO DE ATENCION A CONSULTAS, SOPORTE A USUARIOS, MANTENIMIENTO Y EVOLUCION DEL SISTEMA DE GESTION DE EXPEDIENTES ELECTRONICO DE RRHH DEL GOBIERNO VASCO SOBRE PLATAFORMA SAP. EXPEDIENTE PREPARADO EXCLUSIVAMENTE PARA LICITACION ELECTRONICA",2015/11/18,INTERNET,,http://www.contratacion.euskadi.eus/w32-1084/es/contenidos/anuncio_contratacion/expx74j19785/es_doc/es_arch_expx74j19785.html?ruta=/w32-1084/es/v79aWar/comunJSP/v79aSubmitBuscarAnuncioFiltroAvanz.do?estado=AL&origenSubHome=busquedaPersonalizada#,"SOCIEDAD INFORMATICA DEL GOBIERNO VASCO (EJIE)",VITORIA,ALAVA,"PAIS VASCO",CCAA,"INDUSTRIA / TURISMO / COMERCIO / CIENCIA Y TECNOLOGIA",http://www.contratacion.euskadi.eus/w32-1084/es/v79aWar/comunJSP/v79aMostrarAdjunto.do?idUnico=expx74j19785&fichero=clausulas_admin_particulares1.pdf&tipoAnuncio=A&idOrigen=19785&origen=X74J&R01HNoPortal=true,http://www.contratacion.euskadi.eus/w32-1084/es/v79aWar/comunJSP/v79aMostrarAdjunto.do?idUnico=expx74j19785&fichero=pliego_bases_tecnicas1.pdf&tipoAnuncio=A&idOrigen=19785&origen=X74J&R01HNoPortal=true,2015/12/15,,SERVICIOS,ABIERTO,CONCURSO,,,,,,,COMPRA,SERVICIOS,"SOPORTE Y HELP DESK",APLICACIONES,,,12,,,,,
,LICITACION,"DCG 578/2015","SERVICIO PARA LA ACTUALIZACION DE LOS DATOS RELATIVOS A NOVACIONES CONTRACTUALES Y FIANZAS EN SAP",2015/11/19,INTERNET,,http://contratacion.aena.es/contratacion/principal?portal=infoexp&idexp=9610122062&tipoexp=400,AENA,MADRID,MADRID,AGE,AGE,"FOMENTO / OBRAS PUBLICAS",http://contratacion.aena.es/contratacion/principal?portal=infoexp&idexp=9610122062&tipoexp=400,http://contratacion.aena.es/contratacion/principal?portal=infoexp&idexp=9610122062&tipoexp=400,2015/12/04,,SERVICIOS,"NEGOCIADO CON PUBLICIDAD",CONCURSO,,,,,68000,,COMPRA,SERVICIOS,"OUTSOURCING PROCESOS","PROCESOS DE NEGOCIO",,,8,,,,,
,LICITACION,"DCG 578/2015","SERVICIO PARA LA ACTUALIZACION DE LOS DATOS RELATIVOS A NOVACIONES CONTRACTUALES Y FIANZAS EN SAP",2015/11/19,INTERNET,,http://contratacion.aena.es/contratacion/principal?portal=infoexp&idexp=9610122062&tipoexp=400,AENA,MADRID,MADRID,AGE,AGE,"FOMENTO / OBRAS PUBLICAS",http://contratacion.aena.es/contratacion/principal?portal=infoexp&idexp=9610122062&tipoexp=400,http://contratacion.aena.es/contratacion/principal?portal=infoexp&idexp=9610122062&tipoexp=400,2015/12/04,,SERVICIOS,"NEGOCIADO CON PUBLICIDAD",CONCURSO,,,,,,,COMPRA,SERVICIOS,"OUTSOURCING PROCESOS",DIGITALIZACION,,,8,,,"ESPERANZA ESCUDERO SANCHEZ",,
,LICITACION,"MAD 532/2015","AMPLIACION DEL SISTEMA DE CIRCUITO CERRADO DE TELEVISION EN DETERMINADAS ZONAS PARA MEJORAR LA VIGILANCIA DEL RECINTO AEROPORTUARIO. AEROPUERTO ADOLFO SUAREZ MADRID BARAJAS",2015/11/19,"BO ESTADO",277,https://www.boe.es/boe/dias/2015/11/19/pdfs/BOE-B-2015-34773.pdf,AENA,MADRID,MADRID,AGE,AGE,"FOMENTO / OBRAS PUBLICAS",http://contratacion.aena.es/contratacion/principal?portal=infoexp&idexp=9610121810&tipoexp=400,http://contratacion.aena.es/contratacion/principal?portal=infoexp&idexp=9610121810&tipoexp=400,2015/12/14,,SUMINISTRO,"NEGOCIADO CON PUBLICIDAD",CONCURSO,,,,,950000,,COMPRA,HARDWARE,ALMACENAMIENTO,"NVR / DVR",6,,,,,,,
,LICITACION,"MAD 532/2015","AMPLIACION DEL SISTEMA DE CIRCUITO CERRADO DE TELEVISION EN DETERMINADAS ZONAS PARA MEJORAR LA VIGILANCIA DEL RECINTO AEROPORTUARIO. AEROPUERTO ADOLFO SUAREZ MADRID BARAJAS",2015/11/19,"BO ESTADO",277,https://www.boe.es/boe/dias/2015/11/19/pdfs/BOE-B-2015-34773.pdf,AENA,MADRID,MADRID,AGE,AGE,"FOMENTO / OBRAS PUBLICAS",http://contratacion.aena.es/contratacion/principal?portal=infoexp&idexp=9610121810&tipoexp=400,http://contratacion.aena.es/contratacion/principal?portal=infoexp&idexp=9610121810&tipoexp=400,2015/12/14,,SUMINISTRO,"NEGOCIADO CON PUBLICIDAD",CONCURSO,,,,,,,COMPRA,HARDWARE,"SISTEMAS VARIOS","SEGURIDAD / CONTROL DE ACCESOS",36,,,,,,,
,LICITACION,"MAD 532/2015","AMPLIACION DEL SISTEMA DE CIRCUITO CERRADO DE TELEVISION EN DETERMINADAS ZONAS PARA MEJORAR LA VIGILANCIA DEL RECINTO AEROPORTUARIO. AEROPUERTO ADOLFO SUAREZ MADRID BARAJAS",2015/11/19,"BO ESTADO",277,https://www.boe.es/boe/dias/2015/11/19/pdfs/BOE-B-2015-34773.pdf,AENA,MADRID,MADRID,AGE,AGE,"FOMENTO / OBRAS PUBLICAS",http://contratacion.aena.es/contratacion/principal?portal=infoexp&idexp=9610121810&tipoexp=400,http://contratacion.aena.es/contratacion/principal?portal=infoexp&idexp=9610121810&tipoexp=400,2015/12/14,,SUMINISTRO,"NEGOCIADO CON PUBLICIDAD",CONCURSO,,,,,,,COMPRA,SERVICIOS,INTEGRACION,"SISTEMAS INTG",,,,,,,,
,LICITACION,"MAD 532/2015","AMPLIACION DEL SISTEMA DE CIRCUITO CERRADO DE TELEVISION EN DETERMINADAS ZONAS PARA MEJORAR LA VIGILANCIA DEL RECINTO AEROPORTUARIO. AEROPUERTO ADOLFO SUAREZ MADRID BARAJAS",2015/11/19,"BO ESTADO",277,https://www.boe.es/boe/dias/2015/11/19/pdfs/BOE-B-2015-34773.pdf,AENA,MADRID,MADRID,AGE,AGE,"FOMENTO / OBRAS PUBLICAS",http://contratacion.aena.es/contratacion/principal?portal=infoexp&idexp=9610121810&tipoexp=400,http://contratacion.aena.es/contratacion/principal?portal=infoexp&idexp=9610121810&tipoexp=400,2015/12/14,,SUMINISTRO,"NEGOCIADO CON PUBLICIDAD",CONCURSO,,,,,,,COMPRA,SOFTWARE,"SW INFRAESTRUCTURA","VIRTUALIZACION PLATAFORMAS",,,,,,,,
,LICITACION,"MAD 532/2015","AMPLIACION DEL SISTEMA DE CIRCUITO CERRADO DE TELEVISION EN DETERMINADAS ZONAS PARA MEJORAR LA VIGILANCIA DEL RECINTO AEROPORTUARIO. AEROPUERTO ADOLFO SUAREZ MADRID BARAJAS",2015/11/19,"BO ESTADO",277,https://www.boe.es/boe/dias/2015/11/19/pdfs/BOE-B-2015-34773.pdf,AENA,MADRID,MADRID,AGE,AGE,"FOMENTO / OBRAS PUBLICAS",http://contratacion.aena.es/contratacion/principal?portal=infoexp&idexp=9610121810&tipoexp=400,http://contratacion.aena.es/contratacion/principal?portal=infoexp&idexp=9610121810&tipoexp=400,2015/12/14,,SUMINISTRO,"NEGOCIADO CON PUBLICIDAD",CONCURSO,,,,,,,COMPRA,SOFTWARE,"APLICACIONES HORIZONTALES","CMS / DMS / WFS / DAM (CONTENT MANAGEMENT SYSTEM, DOCUMENT MANAGEMENT SYSTEM, WORKFLOW SYSTEM, DIGITAL ASSET MANAGEMENT)",,,,,,,,
,LICITACION,"MAD 532/2015","AMPLIACION DEL SISTEMA DE CIRCUITO CERRADO DE TELEVISION EN DETERMINADAS ZONAS PARA MEJORAR LA VIGILANCIA DEL RECINTO AEROPORTUARIO. AEROPUERTO ADOLFO SUAREZ MADRID BARAJAS",2015/11/19,"BO ESTADO",277,https://www.boe.es/boe/dias/2015/11/19/pdfs/BOE-B-2015-34773.pdf,AENA,MADRID,MADRID,AGE,AGE,"FOMENTO / OBRAS PUBLICAS",http://contratacion.aena.es/contratacion/principal?portal=infoexp&idexp=9610121810&tipoexp=400,http://contratacion.aena.es/contratacion/principal?portal=infoexp&idexp=9610121810&tipoexp=400,2015/12/14,,SUMINISTRO,"NEGOCIADO CON PUBLICIDAD",CONCURSO,,,,,,,COMPRA,HARDWARE,PERIFERICOS,"MONITORES / DISPLAYS",4,,,,,"55""",,
,LICITACION,"MAD 532/2015","AMPLIACION DEL SISTEMA DE CIRCUITO CERRADO DE TELEVISION EN DETERMINADAS ZONAS PARA MEJORAR LA VIGILANCIA DEL RECINTO AEROPORTUARIO. AEROPUERTO ADOLFO SUAREZ MADRID BARAJAS",2015/11/19,"BO ESTADO",277,https://www.boe.es/boe/dias/2015/11/19/pdfs/BOE-B-2015-34773.pdf,AENA,MADRID,MADRID,AGE,AGE,"FOMENTO / OBRAS PUBLICAS",http://contratacion.aena.es/contratacion/principal?portal=infoexp&idexp=9610121810&tipoexp=400,http://contratacion.aena.es/contratacion/principal?portal=infoexp&idexp=9610121810&tipoexp=400,2015/12/14,,SUMINISTRO,"NEGOCIADO CON PUBLICIDAD",CONCURSO,,,,,,,COMPRA,SOFTWARE,"APLICACIONES ESPECIFICAS O A MEDIDA","AUTOMATIZACION / CONTROL",,,,,,,,
,LICITACION,"MAD 532/2015","AMPLIACION DEL SISTEMA DE CIRCUITO CERRADO DE TELEVISION EN DETERMINADAS ZONAS PARA MEJORAR LA VIGILANCIA DEL RECINTO AEROPORTUARIO. AEROPUERTO ADOLFO SUAREZ MADRID BARAJAS",2015/11/19,"BO ESTADO",277,https://www.boe.es/boe/dias/2015/11/19/pdfs/BOE-B-2015-34773.pdf,AENA,MADRID,MADRID,AGE,AGE,"FOMENTO / OBRAS PUBLICAS",http://contratacion.aena.es/contratacion/principal?portal=infoexp&idexp=9610121810&tipoexp=400,http://contratacion.aena.es/contratacion/principal?portal=infoexp&idexp=9610121810&tipoexp=400,2015/12/14,,SUMINISTRO,"NEGOCIADO CON PUBLICIDAD",CONCURSO,,,,,,,COMPRA,SOFTWARE,"SW INFRAESTRUCTURA","LICENCIAS ACCESO CLIENTE / SERVIDOR",,,,,,,,
,LICITACION,"MAD 532/2015","AMPLIACION DEL SISTEMA DE CIRCUITO CERRADO DE TELEVISION EN DETERMINADAS ZONAS PARA MEJORAR LA VIGILANCIA DEL RECINTO AEROPORTUARIO. AEROPUERTO ADOLFO SUAREZ MADRID BARAJAS",2015/11/19,"BO ESTADO",277,https://www.boe.es/boe/dias/2015/11/19/pdfs/BOE-B-2015-34773.pdf,AENA,MADRID,MADRID,AGE,AGE,"FOMENTO / OBRAS PUBLICAS",http://contratacion.aena.es/contratacion/principal?portal=infoexp&idexp=9610121810&tipoexp=400,http://contratacion.aena.es/contratacion/principal?portal=infoexp&idexp=9610121810&tipoexp=400,2015/12/14,,SUMINISTRO,"NEGOCIADO CON PUBLICIDAD",CONCURSO,,,,,,,COMPRA,SOFTWARE,"SW INFRAESTRUCTURA","S.O. SERVIDOR",,,,,LINUX,"RAFAELA GONZALEZ-CAREAGA",,
