X,Y,COLOR
31,97,1
89,66,1
3,74,1
21,16,0
87,56,1
85,35,1
3,76,1
35,84,1
3,42,1
81,74,0
26,55,0
51,41,1
10,3,1
41,12,1
22,20,0
16,46,0
40,42,1
45,79,1
87,38,1
71,6,1
46,5,1
69,88,1
58,74,1
92,35,1
98,55,1
68,52,1
23,3,1
20,34,0
94,59,1
60,21,1
11,74,1
34,79,0
5,69,1
2,81,1
64,85,1
30,92,1
35,53,1
40,40,1
72,22,1
75,2,1
51,25,1
36,2,1
94,96,1
40,27,1
54,42,1
66,36,1
52,69,1
2,36,1
67,32,1
22,51,0
1,60,1
60,73,1
50,80,1
72,95,1
42,32,1
98,60,1
56,16,1
65,23,1
43,49,1
80,87,1
64,15,1
42,23,1
16,93,1
42,97,1
0,30,1
8,79,1
83,56,0
91,11,1
68,59,1
21,41,0
19,95,1
75,65,1
34,86,1
65,10,1
26,82,0
82,82,0
67,3,1
3,53,1
83,5,1
46,61,1
63,88,1
84,93,1
96,51,1
76,68,0
7,11,1
15,51,1
4,78,1
16,18,0
0,5,1
84,68,0
36,10,1
1,70,1
68,27,1
46,99,1
67,72,1
97,95,1
51,95,1
17,15,1
75,83,1
64,45,1
38,41,1
29,23,0
91,94,1
50,0,1
23,39,0
79,15,1
13,44,1
67,98,1
4,40,1
14,18,1
94,13,1
90,8,1
21,24,0
71,38,1
42,90,1
55,96,1
92,30,1
66,40,1
96,5,1
90,24,1
45,83,1
97,70,1
32,73,0
31,28,0
42,11,1
77,46,0
68,82,1
98,34,1
50,84,1
66,13,1
48,71,1
28,52,0
20,49,0
96,92,1
60,62,1
73,2,1
77,38,0
34,22,0
53,88,1
82,77,0
72,60,1
47,7,1
91,84,1
2,11,1
48,19,1
6,58,1
76,32,0
73,76,1
55,5,1
48,16,1
70,7,1
23,43,0
9,53,1
21,6,1
65,57,1
42,81,1
66,52,1
58,68,1
64,21,1
48,29,1
60,14,1
2,18,1
38,27,1
10,33,1
86,22,1
84,30,0
4,14,1
72,68,1
14,24,1
26,15,1
28,23,0
17,31,0
3,8,1
35,47,1
29,8,1
15,29,1
20,15,1
99,25,1
38,36,1
35,27,1
72,69,1
89,32,1
57,16,1
66,94,1
87,3,1
74,74,1
70,64,1
70,96,1
5,33,1
80,25,0
57,37,1
78,70,0
98,48,1
94,45,1
15,3,1
79,0,1
28,79,0
18,53,0
30,63,0
42,54,1
63,12,1
16,83,0
9,94,1
0,91,1
90,83,1
77,67,0
98,99,1
99,94,1
90,49,1
79,92,1
95,92,1
98,93,1
43,13,1
33,34,0
41,83,1
86,43,1
73,42,1
98,43,1
12,99,1
81,25,0
65,38,1
89,95,1
8,40,1
63,82,1
62,7,1
8,92,1
35,33,1
36,62,1
70,70,1
41,36,1
60,22,1
54,64,1
45,32,1
36,16,1
28,53,0
19,63,0
7,71,1
42,33,1
36,50,1
91,43,1
66,90,1
19,68,0
29,89,1
91,98,1
77,40,0
60,61,1
43,51,1
23,47,0
47,27,1
33,25,0
28,90,1
94,21,1
40,85,1
79,8,1
53,31,1
30,95,1
46,87,1
49,3,1
97,11,1
73,41,1
81,88,1
0,4,1
42,50,1
21,46,0
60,92,1
92,1,1
75,8,1
6,0,1
98,94,1
93,52,1
36,92,1
16,90,1
22,11,1
94,99,1
54,58,1
70,25,1
92,34,1
51,46,1
89,26,1
12,4,1
48,48,1
91,35,1
29,89,1
54,21,1
73,87,1
10,55,1
65,84,1
65,67,1
23,57,0
81,89,1
93,62,1
0,22,1
64,95,1
81,84,0
69,86,1
26,89,1
88,73,1
48,92,1
29,52,0
39,70,1
9,25,1
1,11,1
39,78,1
97,59,1
50,44,1
98,5,1
8,44,1
57,39,1
47,51,1
12,62,1
6,59,1
58,7,1
88,28,1
23,54,0
6,41,1
21,84,0
91,89,1
95,58,1
30,87,1
76,50,0
91,45,1
39,90,1
32,84,0
75,52,1
42,85,1
74,83,1
99,52,1
17,74,0
55,20,1
25,99,1
41,43,1
48,9,1
64,86,1
43,98,1
94,94,1
73,17,1
0,94,1
64,13,1
1,61,1
